20360797,65834084,1557,6490,23,9,10,4
5243062,20412166,537,5655,59,25,28,2
43782035,72966368,3078,5114,37,16,16,4
9556229,50886151,726,5053,58,20,34,2
37668059,52850606,3058,4970,23,8,11,6
13515459,48859861,1292,4841,48,18,26,2
4741848,54351825,364,4719,41,18,20,4
7025396,25268100,762,4626,64,35,25,2
6911546,71992441,749,4523,46,26,15,2
68384173,74521140,4151,4511,30,10,15,5
7779133,45245301,528,4463,60,24,31,5
1325024,25756002,312,4290,35,6,26,2
10062164,41618799,2051,4267,33,10,19,4
13353829,54603476,915,4196,57,33,20,2
2613913,25814436,305,4136,30,5,22,2
3027853,22245506,338,4040,26,7,16,2
49777087,28436935,4309,3972,44,15,23,5
5318061,65276961,401,3896,88,10,70,2
12288625,13625017,873,3802,41,9,28,2
40548517,27088124,2595,3800,34,6,24,4
34522206,14852129,2954,3776,28,11,14,5
3802989,21944876,427,3728,41,13,24,2
2287291,12972181,267,3720,37,7,27,2
3243822,26824466,324,3684,47,26,18,3
14207631,34959257,1654,3665,27,6,18,5
10359263,57919245,626,3652,53,23,24,3
2406472,12852636,286,3649,37,7,27,4
24098369,66228499,2027,3570,41,14,23,4
24144808,39543299,1806,3534,30,8,18,4
2316302,25770557,267,3478,16,5,9,3
30849929,40731397,2098,3449,32,9,18,6
5686110,25594291,350,3407,23,5,16,1
4716788,12798303,384,3405,29,8,19,1
13032707,39556021,1029,3352,44,7,32,4
3588790,38626622,276,3335,41,16,23,1
15065115,47127130,665,3320,79,46,28,3
27505843,21936159,1922,3276,42,7,32,3
5179146,12905412,340,3275,17,0,16,3
4334166,40954374,419,3274,40,17,20,2
7761875,25862890,898,3241,59,15,40,1
11865659,34302435,1526,3239,26,11,12,3
4920173,25815850,552,3198,34,8,23,3
2721762,22033949,420,3182,83,30,48,1
6464606,52411848,445,3169,18,5,11,5
21673022,60870639,1425,3131,45,3,39,8
4504918,25988864,244,3074,47,7,35,3
24806231,57314225,1058,3070,76,17,43,3
682861,356041,219,3070,21,0,19,1
6940474,39793278,1111,3038,52,31,17,2
2841873,25707981,226,3026,31,6,23,2
39935545,65909926,3126,3016,35,11,19,5
11904954,41840827,759,2990,56,28,23,6
6644590,92431533,213,2978,29,13,13,2
12721173,39379420,1168,2970,67,20,42,9
2332971,25776790,263,2857,38,11,24,2
3017940,41993114,252,2855,30,2,26,2
12054893,2052730,1149,2844,19,2,15,2
30510884,54350177,2333,2829,22,6,13,4
18493507,39387675,969,2817,48,7,36,3
1424095,26937763,287,2799,23,8,11,4
11404478,26799749,1653,2765,20,4,13,6
1429722,13213307,316,2709,24,3,20,2
9287669,25922957,882,2702,40,7,28,5
2835315,23146808,283,2668,69,9,56,1
1179251,25790052,276,2642,14,5,7,1
6370531,1090950,477,2630,30,6,21,3
2934398,25886085,234,2603,38,11,23,1
1618494,25835019,188,2577,57,6,48,2
3495400,24879902,336,2574,59,7,47,8
1739706,22236070,226,2571,71,7,58,1
50034032,60099494,2642,2561,24,6,15,5
9165360,71079995,565,2561,68,28,34,3
2209733,12771075,421,2549,27,8,17,1
3666187,22860953,359,2533,35,8,24,2
11768181,25416876,1002,2515,46,10,33,4
17931058,15414255,1139,2513,34,8,23,2
468586,532761,242,2500,63,23,36,1
10153590,24501004,2098,2485,79,8,64,2
