24200404,20788496,531,1958,44,26,15,5
752666,4834873,253,1956,35,1,30,5
3423761,10539282,371,1955,85,37,44,2
4794500,35066552,290,1955,48,16,28,1
1099275,22202646,240,1952,42,9,29,4
916686,20427774,192,1943,39,13,22,2
20015187,7394511,1794,1938,35,4,28,4
16551936,50343989,1660,1924,49,4,41,2
14752038,23864592,735,1901,72,19,49,4
3052404,25784368,327,1900,80,20,56,1
332360,7624992,151,1875,19,0,16,1
987726,2842810,401,1865,48,0,45,2
26513105,18360786,2241,1858,31,10,17,1
3589968,25392235,274,1831,74,28,41,1
1796305,16715227,337,1823,59,31,25,4
2754431,32243677,197,1822,31,4,24,2
43833063,31060190,2309,1814,28,5,19,2
721020,23098795,130,1813,43,7,33,1
7750211,26685844,530,1811,85,18,61,5
7966588,24134680,636,1802,64,16,43,2
3761358,21278484,272,1799,41,11,26,5
6479249,21137340,421,1798,83,15,62,1
7353998,23438744,420,1786,38,4,30,2
1468933,776446,379,1779,15,1,12,1
4800394,36543327,468,1764,51,26,22,5
2609831,12225479,276,1752,81,52,26,1
15156012,21627312,805,1752,29,12,13,5
14473034,39214780,943,1748,37,12,22,3
4674677,10683105,724,1737,74,35,34,2
24245324,39182168,1211,1717,60,29,27,3
694140,2671766,251,1715,56,4,49,3
240799,16545880,248,1697,29,4,23,1
20805566,31802205,615,1697,24,4,17,3
3102190,18311927,302,1692,66,33,29,2
746317,4987904,732,1675,33,0,30,2
15655055,26564878,1131,1665,32,2,27,3
3671992,29552854,236,1659,49,12,34,1
4477764,29024669,306,1656,25,10,12,2
8178893,23873163,803,1624,43,6,35,2
2182015,21043348,188,1618,55,18,35,1
24092,520702,71,1611,62,9,48,1
3570385,20880689,260,1610,89,9,76,4
10938558,2517992,406,1599,27,12,12,2
14183933,1317973,585,1596,84,1,79,1
1384428,38548034,76,1580,37,5,30,1
5675451,15035300,1331,1575,56,4,47,4
16039102,15665132,704,1574,46,8,33,4
3211730,40466250,209,1568,34,6,25,2
21924721,12622264,1393,1561,60,24,32,2
22476053,3405725,1260,1559,42,6,33,2
6276599,9686753,522,1555,17,4,12,3
16707338,22585373,1183,1552,32,7,22,2
885347,1008872,176,1551,45,10,33,4
286546,6862405,143,1547,25,1,22,1
3051153,17993345,382,1522,80,44,33,1
2957186,9120110,308,1506,16,6,9,2
15640647,62949577,1684,1494,79,43,29,2
14021535,38390251,451,1489,52,15,33,3
3450109,17696416,197,1485,29,4,23,1
3204335,8867507,164,1481,41,1,37,5
351019,2324676,71,1456,59,0,57,2
19337276,33384723,1743,1428,43,20,20,1
3280064,33040107,159,1426,47,13,30,1
2051069,686401,573,1425,32,0,29,3
15391332,15926020,1592,1423,18,2,14,4
929018,37079819,113,1414,61,13,44,1
996205,9547602,110,1414,23,7,14,1
1974414,8834364,195,1412,84,31,50,2
10621995,15121128,498,1400,68,42,23,3
1428320,19295203,171,1393,90,3,75,2
33384686,14134132,1741,1372,48,21,24,1
3714789,9686988,448,1344,60,12,44,6
831185,6063653,155,1340,49,10,38,1
2703765,33458458,205,1339,61,11,45,6
1271916,8366096,98,1319,54,15,36,1
6612489,5545894,482,1315,52,6,43,3
7196868,6545442,608,1292,28,1,25,3
378241,731873,117,1291,78,43,33,2
2208128,30217970,256,1263,62,7,50,4
9542015,13170315,1334,1261,66,22,40,3
23752739,21486562,602,1245,80,12,52,3
3311618,5822816,329,1239,21,5,15,1
530699,10613413,62,1238,36,1,32,1
24127461,4342307,2233,1231,31,4,25,1
28934968,22658030,1191,1216,76,36,36,3
7857216,5575357,1504,1216,66,13,49,2
306944,4445675,126,1214,26,1,24,3
351530,1791633,114,1211,46,1,42,1
3519355,28282624,134,1189,27,5,20,3
2197770,17598170,333,1176,65,4,59,2
1239415,35755180,160,1163,29,2,25,2
3853917,12868580,122,1160,57,8,44,2
14225974,12907083,1280,1159,50,12,35,1
6893102,12397677,985,1130,49,16,30,1
951089,914953,429,1129,55,0,51,3
545836,6182833,64,1119,39,4,33,1
13362442,16412255,812,1068,83,49,29,3
2065101,4323087,281,1065,76,27,45,3
15805,350818,69,1054,20,5,13,1
4863778,9409564,641,1038,28,4,21,4
7449820,10433396,1263,1029,23,4,17,5
6350273,42186260,397,1018,87,45,39,1
5206488,584245,104,1014,63,8,50,3
33638,578625,45,1007,47,3,41,1
975871,11466006,196,1007,51,8,38,1
2556275,36938732,108,1004,73,19,48,4
8043983,12262700,1695,999,32,8,21,4
15763873,2171133,137,998,89,5,62,2
3720303,10254853,439,993,54,6,44,6
6878258,6254769,258,992,43,6,35,2
239800,8931748,41,983,28,3,23,1
15406544,17934187,736,972,84,24,57,1
69749,6789708,61,967,22,1,19,1
2243730,25541324,95,964,28,8,17,1
968419,12175146,171,958,50,8,39,5
1784132,6538428,199,945,92,2,87,3
1866964,9183060,174,941,58,6,47,4
300453,5309309,79,935,23,0,20,2
4004706,7093377,288,929,60,4,50,3
946436,5319182,133,918,29,8,18,3
1361286,21389109,179,915,72,50,20,3
1334763,16084126,84,908,22,1,19,2
5611782,16182927,528,905,54,7,42,7
12201038,25632147,623,902,65,13,47,6
1383024,7081296,174,899,41,1,38,2
45066207,27846862,1014,896,39,10,24,5
39583108,1832126,1256,894,28,1,25,1
9840670,9333062,765,891,34,9,20,3
7468410,13338632,317,891,58,33,23,4
4077,226248,45,889,35,0,33,1
5390111,25621749,530,881,75,42,30,1
5273623,25865144,382,875,37,1,32,2
12848387,6657866,867,871,30,7,20,1
739319,6356354,178,869,91,8,80,3
11912658,326887,999,867,40,6,31,2
1237089,12901813,49,858,12,0,10,1
180872,725401,24,855,95,2,87,3
1392982,8688284,93,847,50,12,33,3
3366432,4924349,300,845,27,3,21,1
11019667,18482076,331,840,82,6,61,3
1829500,19538135,170,832,79,15,45,3
1991981,9453822,306,829,52,7,42,2
1860569,19031534,259,825,18,2,15,2
619105,918500,426,816,17,1,14,2
2290058,9390219,237,813,48,11,32,4
2106407,2479491,182,807,67,8,56,6
3796067,14638241,269,798,47,13,31,1
16258078,13126701,1049,797,28,4,22,5
398830,9067339,51,795,54,3,46,2
1012353,9997292,104,793,80,18,58,1
583754,5947289,73,789,47,12,30,4
1647292,616792,135,788,58,2,50,4
18733565,8199367,709,785,28,1,25,2
9425967,12723430,241,785,29,7,20,2
375276,9907218,83,783,21,7,12,1
2250481,7228368,323,776,18,2,14,1
848458,1137510,56,771,17,1,14,2
1134031,5784436,119,768,70,10,57,3
704157,10401284,39,767,53,2,49,3
1798841,11864315,265,766,34,3,28,2
35175,322044,33,756,39,9,29,1
8357667,1171658,80,754,44,0,41,3
1273376,4407213,210,752,25,2,21,3
17138024,12216393,1040,750,66,17,46,4
10345443,39366519,213,749,52,4,44,1
233497,8123151,124,748,19,2,15,1
263533,493529,86,744,23,0,21,4
5187298,11364095,233,744,42,6,33,4
6587073,13506906,259,736,77,31,42,2
8043283,38199746,341,730,51,1,46,2
10330392,16479344,619,730,62,16,44,4
1157355,10058087,98,729,87,6,69,2
1924833,9380404,216,716,34,1,30,1
3080818,22131355,449,710,68,2,61,1
4255854,1827308,438,709,51,1,47,3
1236592,10707484,81,704,83,5,63,2
297506,946908,61,698,69,9,55,3
1053796,8388129,423,679,65,18,43,3
951608,20520102,52,679,26,7,17,3
167819,2274263,26,676,26,2,22,2
313992,14708032,28,661,66,0,64,1
348783,966951,99,658,43,1,40,2
320636,7695522,44,653,24,2,20,1
522301,572629,120,650,55,1,52,4
10508912,7833615,458,649,15,1,12,5
1322424,27281768,112,646,72,5,63,2
1495069,11796026,105,636,70,56,12,3
996351,9165543,234,630,69,1,65,1
601574,917914,130,628,13,1,10,3
11526073,1597709,220,627,78,9,64,2
2272962,2372652,136,626,81,4,74,3
2116523,13204165,105,625,88,7,71,2
596069,3802675,469,619,75,19,52,3
5692456,3045760,269,617,37,2,32,2
6505,611182,44,616,34,0,32,1
7651268,2201726,1034,609,17,1,13,2
713705,15305802,49,605,59,5,51,2
998220,22423688,32,600,36,13,21,1
12225059,33265674,118,596,35,7,23,5
140606,14120995,42,594,68,0,65,2
6101478,6678683,566,592,61,4,50,3
18153393,39948545,1012,575,31,10,18,3
3764,340563,7,575,39,0,36,2
889385,581852,130,567,87,24,60,3
273832,17310539,33,564,8,0,6,2
108462,513581,75,558,29,1,27,2
775495,14825212,41,558,40,17,21,3
8309533,28473487,319,555,30,9,19,2
641989,19973624,63,546,65,21,42,3
552869,559913,42,542,20,1,18,1
2732,2456,31,542,73,0,71,1
4273004,7557220,288,538,52,10,36,6
669674,8902909,42,537,22,0,19,1
165906,5007224,52,531,50,7,40,1
92731,1102816,373,527,50,1,45,2
4531304,7333732,299,526,79,37,38,2
193308,13276859,35,526,31,0,29,1
807882,1067559,33,526,25,0,23,1
375496,626080,36,526,16,1,14,1
1351239,10417251,80,524,37,3,32,2
249508,1066,617,523,34,0,31,1
2613785,4307844,162,514,57,12,42,3
907513,10454719,84,513,52,15,33,2
709780,5773340,34,512,62,37,23,2
