1153026,259275,223,2921,65,15,37,1,2043.6
2188563,33627105,452,2919,68,10,41,3,2292.28
1667278,14624813,495,2917,79,10,51,1,2695.48
2017207,41920169,326,2879,77,11,55,1,2467.85
2108907,36429736,510,2860,68,11,46,4,2291.6
7344641,38600149,202,2841,65,1,55,5,1977.95
2416506,2912313,605,2839,78,11,51,3,2686.32
13533013,14878711,882,2827,66,12,44,4,2447.94
4661918,30749646,457,2823,70,17,44,2,2296
17213822,29686949,1131,2817,79,5,48,1,3118.92
10209402,24804152,776,2816,61,4,48,3,2191.12
0,0,1658,167,31,2,27,1,565.75
7165532,23635202,546,2810,64,7,44,2,2147.84
36582,134934,123,2803,35,11,19,1,1024.1
1215259,2111167,727,2796,62,6,48,2,2184.26
1585465,10954137,387,2773,80,12,44,4,2528
7606951,19339880,383,2757,77,8,60,2,2417.8
3584990,8906957,239,2751,61,5,49,1,1823.9
12103986,7484482,1141,2744,74,11,51,3,2874.9
692609,9157244,330,2742,77,4,56,1,2365.44
9862706,36796486,1774,2740,70,9,49,3,3159.8
39810,1119677,106,2738,52,1,46,1,1478.88
46536,113110,136,2710,65,3,46,2,1849.9
6843400,34462237,568,2679,78,11,54,2,2532.66
1268978,525700,302,2592,71,13,45,2,2054.74
1263269,11889742,339,2588,60,8,44,4,1756.2
5302495,13335964,872,2584,82,11,58,4,2833.92
10297132,8941369,1044,2579,100,100,100,3,3623
1164004,18903800,205,2560,68,14,39,5,1880.2
37386980,0,1532,368,51,1,43,2,969
3893504,16246968,451,2559,59,1,52,1,1775.9
761609,3967937,184,2557,73,17,41,2,2000.93
11466917,0,1506,1425,72,6,58,1,2110.32
15538837,22387315,2550,2552,43,13,26,1,2193.86
45887858,26906304,1964,2547,80,9,57,4,3608.8
1646992,10789960,373,2540,79,15,46,1,2301.27
5827062,605847,699,2536,48,6,36,1,1552.8
2456295,11312531,289,2530,84,11,68,2,2367.96
704871,402534,2685,2526,55,2,46,5,2866.05
1067211,58506285,161,2501,54,1,38,2,1437.48
6101388,27348666,755,2491,77,8,41,2,2499.42
20922063,6147262,1530,2490,80,7,59,2,3216
2445356,460106,413,2489,77,11,52,4,2234.54
225220,367991,305,2480,70,8,49,2,1949.5
9027981,3921247,399,2463,75,1,69,6,2146.5
2350283,8532143,285,2458,74,7,58,2,2029.82
8041038,12820019,706,2448,77,8,48,2,2428.58
3259772,9763764,361,2433,75,7,57,4,2095.5
38079524,2635133,5648,2429,63,13,41,3,5088.51
590190,8469344,635,2422,43,13,25,2,1314.51
3891047,54322613,386,2419,68,9,31,2,1907.4
5277766,22283195,434,2401,63,10,36,1,1786.05
6757615,24122245,525,2391,78,7,58,2,2274.48
7676544,62624708,848,2368,64,2,55,1,2058.24
6671515,28700075,500,2368,63,7,42,7,1806.84
860481,5428766,162,2354,42,11,27,1,1056.72
2202607,10233889,295,2352,83,6,50,2,2197.01
3702216,4301247,648,2330,74,9,52,4,2203.72
56663,71489,279,2329,49,3,40,3,1277.92
31939946,10263187,1395,2328,69,9,48,4,2568.87
14179799,2355202,1381,2325,29,6,20,2,1074.74
371872,32496475,160,2324,54,15,33,3,1341.36
5805411,13587974,1113,2305,55,10,39,6,1879.9
3292691,13598177,309,2302,79,13,41,4,2062.69
1150928,18450894,174,2302,57,4,39,3,1411.32
6675127,22527434,1955,2301,45,4,35,6,1915.2
106527590,8037115,4311,2292,63,6,45,4,4159.89
4962449,14744343,487,2269,77,7,41,4,2122.12
687668,3580961,394,2262,30,9,18,3,796.8
3011102,2851226,541,2261,60,12,33,4,1681.2
5327471,31245628,412,2261,30,1,26,1,801.9
1043194,6804202,253,2258,71,8,41,1,1782.81
2079229,21573210,272,2256,81,13,56,5,2047.68
551279,13874855,160,2247,61,7,37,2,1468.27
2276952,25964911,1431,2245,81,8,63,2,2977.56
5388777,31760005,306,2236,59,3,46,1,1499.78
5085376,20428333,345,2225,77,11,59,1,1978.9
12671162,11541984,1017,2224,28,5,19,2,907.48
10009963,31474236,242,2219,27,0,23,2,664.47
1673321,23776661,283,2212,71,8,38,1,1771.45
1693089,60827282,342,2199,64,12,43,2,1626.24
28448372,15652533,3013,2189,64,13,41,2,3329.28
1583897,10942045,180,2176,67,12,48,1,1578.52
398671,555842,184,2171,72,8,53,4,1695.6
790053,34368,98,2169,67,8,50,1,1518.89
738477,24628962,112,2167,43,0,39,1,979.97
4747587,12432115,320,2164,76,10,57,2,1887.84
1110668,18527009,513,2151,82,8,58,2,2184.48
1472532,28185474,351,2141,74,11,53,2,1844.08
3418985,38222634,192,2141,77,2,63,3,1796.41
2132980,41040173,392,2139,48,0,36,2,1214.88
3596791,21443972,323,2137,83,7,68,2,2041.8
4019671,33313865,737,2135,59,5,46,4,1694.48
7984839,560141,1159,2133,79,10,58,1,2600.68
4170508,14372300,301,2129,78,8,61,1,1895.4
12750780,17109889,947,2118,43,1,36,6,1317.95
13394367,9661111,1023,2116,78,7,55,2,2448.42
2467794,6231618,1021,2115,72,15,45,4,2257.92
0,0,1161,657,37,0,32,1,672.66
1968663,18839156,431,2111,58,6,43,6,1474.36
9482142,22379611,981,2102,69,6,46,2,2127.27
14653140,8389143,2114,2101,66,19,35,2,2781.9
2711204,12114651,366,2096,65,5,53,2,1600.3
4616585,20225639,1054,2095,27,4,20,3,850.23
7302883,20453141,450,2089,71,5,46,1,1802.69
4813759,29933701,314,2086,58,4,48,2,1392
7485720,20220966,876,2083,66,7,48,2,1952.94
13016,166358,3,2082,74,0,67,2,1542.9
791504,13703861,203,2080,77,9,52,3,1757.91
7171750,23872661,450,2078,71,4,55,2,1794.88
1230100,325059,254,2078,58,5,40,3,1352.56
3465640,2795817,493,2077,57,10,40,5,1464.9
6252216,13573504,792,2072,69,8,49,4,1976.16
2811624,2064034,886,2071,33,2,28,1,975.81
1156606,9449882,301,2068,80,5,66,5,1895.2
11213344,12403545,2084,2065,75,2,58,1,3111.75
5301845,28095982,572,2055,69,5,47,1,1812.63
53516,12412631,142,2055,63,12,39,3,1384.11
691647,25107732,7,2054,56,0,43,1,1154.16
14356410,29799126,1934,2028,72,6,51,1,2852.64
8940856,9728286,626,2028,83,5,62,3,2202.82
11382118,13290514,1805,2026,81,8,61,4,3103.11
937833,3422496,172,2016,67,13,45,3,1465.96
5450619,8330458,1011,2015,59,5,44,4,1785.34
0,0,1052,129,49,0,44,1,578.69
2468862,17350970,430,2010,77,3,59,2,1878.8
5160135,11696078,727,1987,68,11,46,2,1845.52
3576481,8971389,470,1975,77,12,46,2,1882.65
1344082,23109638,429,1972,68,8,44,1,1632.68
8814363,17603371,1567,1964,35,4,25,4,1235.85
19224613,1349029,1262,1964,77,9,46,3,2484.02
1700837,3922490,138,1951,71,2,61,2,1483.19
6469677,24823518,1570,1946,85,9,60,3,2988.6
2448039,5092773,303,1942,84,9,64,6,1885.8
4153484,6796588,704,1941,84,6,55,1,2221.8
983249,27338280,192,1940,81,9,49,4,1726.92
294163,533234,119,1938,61,1,48,3,1254.77
6888780,34070803,1160,1928,64,13,38,1,1976.32
6430604,420233,758,1921,67,7,45,1,1794.93
3641298,31441871,951,1912,55,5,43,3,1574.65
5258116,10438173,1419,1901,44,5,34,3,1460.8
3828768,2906771,522,1901,38,3,27,2,920.74
1074162,996002,250,1891,63,5,51,1,1348.83
2058760,16258372,240,1884,74,4,56,2,1571.76
2477402,376879,210,1880,67,3,45,2,1400.3
3607,251622,252,1877,64,14,42,2,1362.56
1676243,22164167,129,1876,73,3,47,1,1463.65
778461,9055874,237,1872,72,15,43,2,1518.48
1460643,7998582,261,1862,62,13,41,2,1316.26
3485128,31191989,1043,1860,67,4,54,2,1945.01
6988008,7922629,872,1856,63,3,44,2,1718.64
7165345,9236801,615,1847,76,9,54,2,1871.12
4298088,15919990,438,1846,63,6,46,1,1438.92
1439648,11338000,332,1842,57,6,43,5,1239.18
2308021,55067655,358,1835,52,7,39,2,1140.36
3818870,21683864,1334,1830,74,8,49,3,2341.36
2119836,754715,331,1830,75,12,55,3,1620.75
18119123,20496704,753,1823,68,3,49,2,1751.68
4293067,8161108,354,1818,76,2,55,3,1650.72
14239,137933,1223,1814,39,0,35,2,1184.43
7970980,9431645,734,1812,36,0,32,2,916.56
290186,688278,616,1811,78,10,51,2,1893.06
8557462,11512087,1762,1794,48,2,40,2,1706.88
243863,9373240,74,1794,36,4,28,4,672.48
1640151,5151845,499,1786,78,9,49,3,1782.3
3272955,22361895,178,1775,74,11,52,4,1445.22
21209602,7041407,1680,1764,78,7,55,1,2686.32
29686449,933160,932,1757,84,4,50,3,2258.76
10177482,5219370,1311,1752,77,9,58,3,2358.51
1147829,5416515,86,1749,80,3,51,2,1468
8310964,2801100,577,1745,79,8,58,3,1834.38
6903720,17022780,1207,1742,66,4,44,2,1946.34
26656254,21638582,1236,1739,79,7,51,2,2350.25
425248,3066679,221,1737,56,5,43,3,1096.48
171172,10241354,69,1737,60,1,49,1,1083.6
6840411,9374228,595,1734,66,12,48,3,1537.14
4721101,9656788,1162,1726,76,10,52,6,2194.88
1142802,4187123,629,1726,32,0,26,3,753.6
1785735,43838944,164,1715,55,5,44,1,1033.45
8608760,15086851,265,1711,52,5,38,4,1027.52
7210300,8963413,581,1710,52,7,37,3,1191.32
21961,405589,949,1707,50,0,41,1,1328
30392000,9189410,2712,1706,58,3,47,1,2562.44
3311905,35668890,460,1702,80,8,61,2,1729.6
0,0,880,883,59,0,43,1,1040.17
10510474,24758960,1162,1698,71,12,47,2,2030.6
650188,3304948,119,1697,79,5,55,1,1434.64
1807152,3787623,285,1696,71,7,48,1,1406.51
1324624,12003767,401,1693,70,6,53,1,1465.8
3464874,2408867,452,1692,65,4,48,4,1393.6
8002167,31738835,907,1689,82,6,62,4,2128.72
25513822,14501170,1775,1685,82,9,57,3,2837.2
2240182,1447533,392,1680,56,22,27,4,1160.32
12454454,11290337,636,1679,83,9,61,2,1921.45
71234708,8266961,3214,1678,44,7,30,7,2152.48
1707007,9564425,762,1678,81,8,60,1,1976.4
498076,24004544,111,1678,57,3,46,2,1019.73
965554,7837417,376,1671,60,4,47,4,1228.2
3064530,12643974,698,1669,35,5,25,2,828.45
293120,1231311,605,1658,50,7,35,2,1131.5
2533564,6529294,400,1658,62,13,40,2,1275.96
228764,597417,130,1658,58,1,50,2,1037.04
4895019,1346754,186,1657,77,12,48,3,1419.11
2399624,35949647,397,1640,65,15,42,2,1324.05
7326775,37639842,187,1638,34,0,31,2,620.5
6842384,11521173,1336,1637,100,100,100,2,2973
4680,33717,157,1633,60,0,45,2,1074
5769688,14668902,387,1628,63,9,43,1,1269.45
393954,5466350,67,1623,48,10,33,1,811.2
3976432,4094441,204,1621,76,10,52,5,1387
3142480,10623415,216,1619,47,5,36,1,862.45
35434320,1523526,1071,1616,66,6,44,3,1773.42
6723253,903948,896,1612,79,4,62,2,1981.32
1833111,5732704,337,1611,61,2,52,5,1188.28
11310297,55169810,2052,1610,57,1,47,5,2087.34
6242835,6488481,1184,1608,81,7,57,2,2261.52
17543989,13996967,1431,1604,79,8,55,2,2397.65
3929209,5006550,154,1595,70,3,60,3,1224.3
3199534,23982917,311,1591,84,6,50,4,1597.68
3562697,18956096,285,1584,63,9,40,3,1177.47
337849,1691299,9,1577,52,1,48,2,824.72
20456027,1374536,822,1568,43,7,28,2,1027.7
7559927,20742199,646,1564,29,0,25,5,640.9
2959458,21007669,144,1564,82,8,52,2,1400.56
4673078,8874404,127,1560,76,12,58,2,1282.12
1315,710793,76,1557,51,0,45,1,832.83
3495905,10229820,1260,1551,58,5,40,4,1630.38
2817617,221448,358,1545,63,5,51,2,1198.89
1275931,743049,489,1541,59,2,52,2,1197.7
5778305,4352309,492,1540,62,5,46,3,1259.84
3219144,12530702,484,1539,54,7,42,1,1092.42
1924810,12362410,136,1536,62,14,41,2,1036.64
248717,6558051,105,1533,71,3,53,2,1162.98
4959875,10811172,248,1528,80,2,64,2,1420.8
3512236,9518812,942,1523,73,7,45,2,1799.45
2607129,14586596,267,1518,84,4,59,4,1499.4
47657931,13009029,2848,1516,80,5,57,3,3491.2
1841796,8919675,299,1516,78,3,51,3,1415.7
24866938,4039500,2240,1515,83,8,56,4,3116.65
3424414,20563518,315,1511,26,1,20,3,474.76
3026361,16218516,553,1509,60,4,47,3,1237.2
0,0,751,45,17,0,15,1,135.32
2850209,1449950,572,1507,60,1,49,1,1247.4
569127,1048051,149,1502,61,2,49,1,1007.11
0,306249,630,1498,54,4,41,2,1149.12
18299655,318677,1250,1494,76,5,49,2,2085.44
1436597,0,743,4309,69,15,37,1,3485.88
2059852,8722279,216,1494,75,7,53,3,1282.5
577127,143456,60,1492,58,12,38,1,900.16
3809373,9721916,700,1490,81,8,63,3,1773.9
0,306991,692,1489,62,5,42,3,1352.22
3355674,49504318,412,1486,48,6,36,3,911.04
1862479,30433914,390,1486,52,4,42,2,975.52
1602834,8531437,291,1486,58,7,45,3,1030.66
5283203,25197283,675,1484,89,5,51,1,1921.51
5846275,9352054,385,1483,45,5,31,2,840.6
58861,2304465,446,1482,49,5,38,4,944.72
1685396,11826286,230,1477,74,8,54,3,1263.18
3861802,13935971,1027,1475,74,8,52,6,1851.48
1717801,1123307,201,1470,73,1,59,2,1219.83
9310851,1476783,627,1462,39,1,33,2,814.71
1084596,25460337,86,1455,46,3,39,1,708.86
8342484,12960215,764,1446,80,10,56,1,1768
1448435,7278478,147,1446,61,4,49,5,971.73
1367165,264330,204,1445,38,0,35,1,626.62
74973,599096,185,1444,73,10,50,1,1189.17
1664772,6578700,470,1442,64,12,41,2,1223.68
2716198,19163980,212,1441,62,1,42,2,1024.86
6792404,12286652,855,1429,74,6,54,3,1690.16
6621221,33290942,423,1426,87,3,75,1,1608.63
2624754,0,695,4854,47,13,27,1,2608.03
660621,2274027,360,1423,79,5,49,6,1408.57
4122902,1586042,450,1421,51,5,38,5,954.21
1834546,18343323,236,1421,58,7,43,2,961.06
453338,7404007,120,1419,74,12,54,1,1138.86
11977671,16850520,630,1418,54,4,37,1,1105.92
3987160,13124307,422,1418,74,6,48,3,1361.6
2932277,9460257,552,1412,69,5,49,4,1355.16
245442,30864756,203,1410,50,1,44,3,806.5
608282,15188816,180,1399,79,7,61,1,1247.41
7036812,41160213,722,1395,66,1,51,2,1397.22
31405,57994,113,1389,100,100,100,2,1502
1145916,4174468,254,1379,79,7,59,4,1290.07
36774414,968416,3219,1378,86,10,62,2,3953.42
177591,2359206,88,1376,50,0,44,2,732
2163977,8932170,448,1374,56,4,42,7,1020.32
33399388,35020052,464,1368,60,10,41,4,1099.2
2739600,466754,269,1364,59,9,45,2,963.47
2849188,12498915,211,1360,60,0,52,3,942.6
1422163,3412282,301,1351,63,8,42,1,1040.76
3212458,15901164,822,1344,57,1,50,2,1234.62
4747415,15274347,303,1344,72,0,57,4,1185.84
1317340,3252204,96,1333,74,2,60,3,1057.46
1379838,2179912,105,1332,34,1,30,2,488.58
3030563,611671,992,1330,66,11,47,2,1532.52
9123817,23128471,483,1329,22,6,14,1,398.64
1440717,1643894,288,1329,78,12,48,5,1261.26
2626221,45159741,156,1328,23,3,18,1,341.32
34093370,1593972,1057,1323,71,5,58,4,1689.8
1595107,20097800,225,1323,55,1,42,1,851.4
3697624,9140919,434,1322,87,3,60,3,1527.72
0,0,648,1793,77,13,50,1,1879.57
1400575,881012,100,1322,65,0,51,1,924.3
6026,1283411,12,1317,65,4,52,2,863.85
5747895,16828441,298,1312,28,0,23,2,450.8
1230549,9675469,120,1299,71,0,60,3,1007.49
339345,852847,103,1296,79,2,66,2,1105.21
1120272,622939,262,1295,67,5,51,4,1043.19
1424873,4408582,220,1295,60,5,42,3,909
1258097,9692917,133,1293,65,0,53,4,926.9
1852193,26852787,370,1283,58,4,30,2,958.74
2112010,14220821,303,1283,73,4,55,1,1157.78
82511,1073303,57,1280,19,0,18,1,254.03
1516178,8816218,238,1279,83,7,53,5,1259.11
731151,8340493,110,1274,67,8,51,3,927.28
19066432,9883071,1942,1271,82,7,60,2,2634.66
89030,451715,68,1270,50,1,41,2,669
1927449,1155588,386,1268,69,7,50,3,1141.26
240836,367037,89,1268,64,8,47,3,868.48
218315,333018,53,1267,46,2,38,1,607.2
4241593,15531793,241,1266,57,3,48,4,858.99
4895143,7553835,507,1264,69,4,57,2,1221.99
8010940,18429573,213,1264,33,0,30,2,487.41
1263204,23765761,170,1263,58,5,42,2,831.14
7714273,2815491,236,1261,53,3,41,3,793.41
2596559,11803987,1756,1259,81,6,58,2,2442.15
9635135,29011939,1649,1256,77,5,55,1,2236.85
6822306,28467808,709,1248,65,4,49,3,1272.05
2764083,18631741,196,1245,39,1,32,2,561.99
5003334,6931213,456,1244,81,2,62,2,1377
12949486,9953788,279,1243,64,0,55,2,974.08
3927017,238782,598,1240,43,0,39,1,790.34
2704275,52790852,530,1231,52,2,41,4,915.72
4393115,3479341,528,1231,82,4,56,4,1442.38
5410583,820014,655,1229,73,2,53,2,1375.32
6037857,5873019,500,1227,73,2,57,3,1260.71
20021,395303,510,1221,55,1,45,2,952.05
1232817,6697781,580,1215,83,7,61,1,1489.85
9157909,6168781,1130,1207,55,1,40,2,1285.35
2432216,5557566,469,1202,50,2,45,2,835.5
3271859,5581689,1027,1199,50,5,37,2,1113
0,314103,276,1194,85,9,67,2,1249.5
0,0,585,7102,38,11,22,1,2921.06
3615732,9367022,242,1192,73,5,48,5,1046.82
4152773,1954521,530,1191,56,6,39,1,963.76
2796565,14075884,420,1189,83,4,53,4,1335.47
1065831,12826427,226,1187,62,10,43,3,876.06
410640,5809779,116,1176,64,3,49,1,826.88
556374,4814731,44,1173,51,1,44,3,620.67
9775744,1356298,617,1169,60,7,48,3,1071.6
3225382,8896604,457,1169,84,2,46,1,1365.84
962239,17002765,95,1169,68,7,50,1,859.52
13394304,5833429,2279,1168,38,4,30,1,1309.86
0,0,574,706,75,14,45,1,960
16901,28766,194,1164,25,0,21,3,339.5
363051,23106532,28,1164,60,7,43,2,715.2
1559384,4326808,279,1162,64,3,54,3,922.24
1079758,7053851,219,1160,11,2,8,1,151.69
3559374,6128257,297,1156,76,2,59,4,1104.28
775058,13485269,59,1155,21,0,17,2,254.94
151381,4478548,52,1153,60,0,52,1,723
51752,89413,47,1153,79,4,52,2,948
4084595,15780455,266,1150,50,1,41,2,708
904141,9057890,223,1148,76,2,58,3,1041.96
4203598,7346090,1237,1146,72,4,51,2,1715.76
458612,5773734,139,1144,62,7,47,2,795.46
16533766,11853934,2858,1142,79,8,59,2,3160
14494533,28897301,822,1142,77,2,56,1,1512.28
684856,6353198,231,1140,40,12,24,2,548.4
4048913,6657385,855,1132,64,3,49,1,1271.68
4291420,1651616,335,1132,62,5,48,2,909.54
6570713,17603110,140,1131,72,5,43,4,915.12
1401048,14089285,177,1126,59,8,45,1,768.77
21809685,33723166,1309,1124,72,6,58,3,1751.76
5865,33988,43,1124,27,0,25,1,315.09
806424,8664452,198,1123,68,7,46,1,898.28
1702981,5067055,170,1119,81,8,61,1,1044.09
2817937,1527888,477,1118,73,9,52,4,1164.35
532624,5507249,326,1118,87,6,68,2,1256.28
1591421,7539244,307,1114,78,5,51,4,1108.38
4847318,13941036,192,1113,73,9,50,4,952.65
3722687,15474142,548,1111,66,2,50,4,1094.94
7189519,18273355,926,1106,85,3,59,1,1727.2
3939021,7640465,521,1106,55,2,46,3,894.85
1432491,12035186,563,1102,80,7,56,4,1332
1440017,3969998,293,1102,74,4,61,2,1032.3
888537,6941548,228,1102,76,18,45,3,1010.8
617147,12690066,252,1100,62,7,41,1,838.24
4321207,667141,858,1098,37,1,29,3,723.72
550874,20888099,104,1098,59,0,53,2,709.18
4476941,13232532,270,1097,62,4,48,1,847.54
4303896,22473981,351,1096,68,7,50,2,983.96
424522,7916087,50,1093,51,5,42,1,582.93
29158,3132114,155,1090,70,33,33,2,871.5
0,0,530,51,23,0,20,1,133.63
6460853,7972237,534,1085,85,2,71,1,1376.15
858604,13319513,89,1079,82,1,65,1,957.76
