集团编号,HP编号,热点名称,热点类型,地址,省份,地市,县市,所属分局（分公司）,经度,纬度,代维公司,IP地址段,接入方式,热点等级,集成商,业主联系人,联系方式,WLAN干放数量,是否有室分,接入电路编号,POP,业务VLAN,PVLAN,管理VLAN,接入域,端口类型,覆盖区域,AP数量,创建时间,备注,导入编号,所属AC名称,场点名称,热点状态,地标,集团经度,集团纬度,
CT_zj_580d0300265,800303010,岱山岱西双合客运站, 长途汽车站,岱山双合客运站,浙江,舟山市,岱山县,岱山分公司,122.062407,30.293826,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,2068,1003,3024,ZS-DH-NZ-1.domain,以太网,售票大厅以及候车室,2,2010-01-07,,CT_zj_5800330001,贝尔AC38（虚）,,正常热点,岱山岱西双合客运站,,,
CT_zj_580d1300266,800313011,岱山长涂医院, 医院,岱山长涂医院,浙江,舟山市,岱山县,岱山分公司,122.30253,30.25273,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1006,1023,3024,ZS-DH-NZ-1.domain,以太网,寝室楼及门诊大楼,2,2010-01-07,,CT_zj_5801330006,网件AC6（虚）,,正常热点,岱山长涂医院,,,
CT_zj_580d1200267,800312012,岱山东沙派出所, 政府机关等事业单位,岱山东沙派出所,浙江,舟山市,岱山县,岱山分公司,122.16131,30.30433,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1007,1023,3027,ZS-DH-NZ-1.domain,以太网,会议室,1,2010-01-07,,CT_zj_5801230002,网件AC6（虚）,,正常热点,岱山东沙派出所,,,
CT_zj_580d1200268,800312013,岱山东沙镇政府, 政府机关等事业单位,岱山东沙镇政府,浙江,舟山市,岱山县,岱山分公司,122.16131,30.30433,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1008,1023,3027,ZS-DH-NZ-1.domain,以太网,会议室,2,2010-01-07,,CT_zj_5801230003,网件AC6（虚）,,正常热点,岱山东沙镇政府,,,
CT_zj_580d9900269,800399014,岱山高亭蓬莱公园, 其他,岱山高亭蓬莱公园,浙江,舟山市,岱山县,岱山分公司,122.20491,30.24446,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1009,1023,3025,ZS-DH-NZ-1.domain,以太网,蓬莱公园健身场所,1,2010-01-07,,CT_zj_5809930007,网件AC6（虚）,,正常热点,岱山高亭蓬莱公园,,,
CT_zj_580d0600008,800306015,岱山高亭蓝天宾馆, 宾馆酒店,蓝天宾馆,浙江,舟山市,岱山县,岱山分公司,122.20574,30.24486,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,是,,,2069,1003,3024,ZS-DH-NZ-1.domain,以太网,大厅,5,2009-02-09,,CT_zj_5800630014,贝尔AC38（虚）,,正常热点,岱山高亭蓝天宾馆,,,
CT_zj_580d9900270,800399017,岱山高亭沿港东路47号, 其他,岱山高亭沿港东路47号,浙江,舟山市,岱山县,岱山分公司,122.206152,30.240001,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1010,1023,3025,ZS-DH-NZ-1.domain,以太网,沿港东路47号附近路面,1,2010-01-07,,CT_zj_5809930008,网件AC6（虚）,,正常热点,岱山高亭沿港东路47号,,,
CT_zj_580d0800005,800308019,岱山高亭得法茶楼, 休闲娱乐吧,得法茶楼,浙江,舟山市,岱山县,岱山分公司,122.20053,30.24756,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,是,,,1031,1023,3026,ZS-DH-NZ-1.domain,以太网,2F吧台,1,2009-02-09,,CT_zj_5800830002,网件AC6（虚）,,正常热点,岱山高亭得法茶楼,,,
CT_zj_580d0600006,800306020,岱山高亭渔家岙大酒店, 宾馆酒店,渔家岙大酒店,浙江,舟山市,岱山县,岱山分公司,122.21979,30.2447,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,是,,,2192,1003,3026,ZS-DH-NZ-1.domain,以太网,大堂吧,1,2009-02-09,,CT_zj_5800630015,贝尔ac44（虚）,,正常热点,岱山高亭渔家岙大酒店,,,
CT_zj_580d0600012,800306025,岱山衢山豪士登大酒店, 宾馆酒店,巨山宾馆,浙江,舟山市,岱山县,岱山分公司,122.28477,30.45078,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,是,,,2073,1003,3024,ZS-DH-NZ-1.domain,以太网,大厅,1,2010-01-08,,CT_zj_5800630012,贝尔AC38（虚）,,正常热点,岱山衢山豪士登大酒店,,,
CT_zj_580d9900271,800314026,岱山高亭蓬莱商都, 其他,岱山高亭蓬莱商都,浙江,舟山市,岱山县,岱山分公司,122.19928,30.24614,金州,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,魏幸淑,15305807947,0,否,,,1011,1023,3025,ZS-DH-NZ-1.domain,以太网,步行街,1,2010-01-07,,CT_zj_5809930021,网件AC6（虚）,,正常热点,岱山高亭蓬莱商都,,,
CT_zj_580d1200013,800311027,岱山衢山镇政府, 政府机关等事业单位,巨山镇政府,浙江,舟山市,岱山县,岱山分公司,122.29152,30.45327,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,是,,,1033,1023,3024,ZS-DH-NZ-1.domain,以太网,4楼会议室,1,2009-02-09,,CT_zj_5801230011,网件AC6（虚）,,正常热点,岱山衢山镇政府,,,
CT_zj_580d9900272,800399028,岱山高亭房地大楼, 其他,岱山高亭房地大楼,浙江,舟山市,岱山县,岱山分公司,122.19753,30.24487,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1012,1023,3025,ZS-DH-NZ-1.domain,以太网,步行街房地大楼附近街道,1,2010-01-07,,CT_zj_5809930017,网件AC6（虚）,,正常热点,岱山高亭房地大楼,,,
CT_zj_580a0600016,80013044,定海金三角大酒店, 宾馆酒店,定海区人民南路259号,浙江,舟山市,定海县,定海分公司,122.10365,30.01219,金州,183.152.192.2-183.152.207.254,光纤,C,浙贝,顾磊,15305809609,0,是,,,82,1001,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,6,2009-02-09,,CT_zj_5800610014,贝尔AC38（虚）,,正常热点,定海金三角大酒店,,,
CT_zj_580d1200273,800312029,岱山长涂镇政府, 政府机关等事业单位,岱山长涂镇政府,浙江,舟山市,岱山县,岱山分公司,122.29506,30.2532,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1013,1023,3024,ZS-DH-NZ-1.domain,以太网,镇政府办公室区域,1,2010-01-07,,CT_zj_5801230004,网件AC6（虚）,,正常热点,岱山长涂镇政府,,,
CT_zj_580d1200274,800312031,岱山长涂交警队, 政府机关等事业单位,岱山长涂交警队,浙江,舟山市,岱山县,岱山分公司,122.30704,30.25377,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1014,1023,3024,ZS-DH-NZ-1.domain,以太网,宿舍,2,2010-01-07,,CT_zj_5801230006,网件AC6（虚）,,正常热点,岱山长涂交警队,,,
CT_zj_580d1600277,800316034,岱山长涂电信支局, 电信自有,岱山长涂电信支局,浙江,舟山市,岱山县,岱山分公司,122.30339,30.25204,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,营业厅,4712080,0,否,,,1017,1023,3024,ZS-DH-NZ-1.domain,以太网,1F营业大厅,1,2010-01-07,,CT_zj_5801630002,网件AC6（虚）,,正常热点,岱山长涂电信支局,,,
CT_zj_580d1600278,800316035,岱山衢山电信支局营业厅, 电信自有,岱山衢山电信支局,浙江,舟山市,岱山县,岱山分公司,122.29127,30.45208,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,营业厅,4791234,0,否,,,2189,1003,3000,ZS-DH-NZ-1.domain,以太网,营业厅,1,2010-01-07,,CT_zj_5801630003,贝尔ac44（虚）,,正常热点,岱山衢山电信支局营业厅,,,
CT_zj_580d0800026,80031005,岱山高亭绿岛茶座, 休闲娱乐吧,岱山县高亭镇时代广场(南楼401号),浙江,舟山市,岱山县,岱山分公司,122.202304,30.247845,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,2070,1003,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,1,2008-04-17,,CT_zj_5800830003,贝尔AC38（虚）,,正常热点,岱山高亭绿岛茶座,,,
CT_zj_580b1100116,800211052,普陀沈家门东方大酒店, 商务楼,舟山沈家门滨港路50号,浙江,舟山市,普陀县,普陀分公司,122.2947,29.94548,工程局,183.152.192.2-183.152.207.254,光纤,B,浙贝,乐谋勋,15305808705,0,是,,,827,1022,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,5,2009-09-17,,CT_zj_5801120022,网件AC22（虚）,,正常热点,普陀沈家门东方大酒店,,,
CT_zj_580b0600501,800206098,普陀桃花桃花苑宾馆, 宾馆酒店,普陀桃花公前桃源中路,浙江,舟山市,普陀县,普陀分公司,122.27296,29.83433,工程局,183.152.192.2-183.152.207.254,光纤,D,浙贝,乐谋勋,15305808705,0,是,,,661,1022,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,7,2010-05-11,,CT_zj_5800620004,网件AC22（虚）,,正常热点,普陀桃花桃花苑宾馆,,,
CT_zj_580a1600033,800116056,定海电信调度大楼营业厅, 电信自有,定海区人民北路8号,浙江,舟山市,定海县,定海分公司,122.10359,30.02262,金州,183.152.192.2-183.152.207.254,光纤,A,杭贝,营业厅,2043884,0,是,,,2,1001,3000,ZS-DH-NZ-1.domain,以太网,全覆盖,2,2008-04-17,,CT_zj_5801610012,贝尔AC38（虚）,,正常热点,定海电信调度大楼营业厅,,,
CT_zj_580a1500035,80012009,定海宏图三胞, 大型购物广场,定海区文化广场28号,浙江,舟山市,定海县,定海分公司,122.10458,30.01729,金州,183.152.192.2-183.152.207.254,光纤,A,杭贝,顾磊,15305809609,0,是,,,34,1001,3024,ZS-DH-NZ-1.domain,以太网,2F宏图三胞/1F国美电器,1,2008-04-17,,CT_zj_5801510001,贝尔AC38（虚）,,正常热点,定海宏图三胞,,,
CT_zj_580a0300038,80012020,定海长途汽车站候车厅, 长途汽车站,定海区环城南路15号,浙江,舟山市,定海县,定海分公司,122.08686,30.01367,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,顾磊,15305809609,0,否,,,196,1001,3029,ZS-DH-NZ-1.domain,以太网,候车大厅,3,2008-04-17,,CT_zj_5800310004,贝尔AC38（虚）,,正常热点,定海长途汽车站候车厅,,,
CT_zj_580b0600039,80022003,普陀东港渔港城市酒店, 宾馆酒店,普陀区东港街道海洲路495号,浙江,舟山市,普陀县,普陀分公司,122.3198,29.96555,工程局,183.152.192.2-183.152.207.254,光纤,B,瑞达,乐谋勋,15305808705,0,否,,,672,1002,3049,ZS-DH-NZ-1.domain,以太网,大厅,1,2009-12-31,,CT_zj_5800620058,贝尔ac47（虚）,,正常热点,普陀东港渔港城市酒店,,,
CT_zj_580b0600041,80023014,普陀桃花桃花宾馆, 宾馆酒店,普陀区桃花镇公前村,浙江,舟山市,普陀县,普陀分公司,122.27323,29.83524,工程局,183.152.192.2-183.152.207.254,光纤,D,瑞达,乐谋勋,15305808705,0,否,,,660,1022,3024,ZS-DH-NZ-1.domain,以太网,大堂、会议室等,2,2009-12-31,,CT_zj_5800620033,网件AC22（虚）,,正常热点,普陀桃花桃花宾馆,,,
CT_zj_580b0600042,80022017,普陀普陀山大酒店, 宾馆酒店,普陀山梅岑路93号,浙江,舟山市,普陀县,普陀分公司,122.375355,29.98422,工程局,183.152.192.2-183.152.207.254,光纤,D,国人,乐谋勋,15305808705,0,是,,,544,1022,3026,ZS-DH-NZ-1.domain,以太网,地下室会议室,1,2009-12-31,,CT_zj_5800620043,网件AC22（虚）,,正常热点,普陀普陀山大酒店,,,
CT_zj_580b0600045,800206053,普陀朱家尖海天台宾馆网件, 宾馆酒店,普陀区朱家尖南沙度假村路,浙江,舟山市,普陀县,普陀分公司,122.41147,29.8821,工程局,183.152.192.2-183.152.207.254,光纤,C,国人,乐谋勋,15305808705,0,是,,,678,1022,3033,ZS-DH-NZ-1.domain,以太网,普陀朱家尖海天台宾馆大厅,1,2008-04-17,,CT_zj_5800620036,网件AC22（虚）,,正常热点,普陀朱家尖海天台宾馆网件,,,
CT_zj_580b0600047,80021018,普陀普陀山息来小庄, 宾馆酒店,普陀山香华街1号,浙江,舟山市,普陀县,普陀分公司,122.380683,29.986665,工程局,183.152.192.2-183.152.207.254,光纤,D,国人,乐谋勋,15305808705,0,是,,,828,1022,3024,ZS-DH-NZ-1.domain,以太网,大堂、会议室等,3,2010-05-14,,CT_zj_5800620041,网件AC22（虚）,,正常热点,普陀普陀山息来小庄,,,
CT_zj_580b1600048,80025016,普陀沈家门电信大楼电信营业厅, 电信自有,普陀沈家门新街195号,浙江,舟山市,普陀县,普陀分公司,122.29857,29.95034,工程局,183.152.192.2-183.152.207.254,光纤,A,国人,营业厅,3023200,0,是,,,202,1002,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,3,2009-12-31,,CT_zj_5801620007,贝尔AC41（虚）,普陀电信大楼,正常热点,普陀沈家门电信大楼电信营业厅,,,
CT_zj_580b0600050,800208054,普陀东港海中洲海鲜城, 宾馆酒店,普陀区东港海洲路280号,浙江,舟山市,普陀县,普陀分公司,122.32073,29.96282,工程局,183.152.192.2-183.152.207.254,光纤,A,瑞达,乐谋勋,15305808705,0,否,,,825,1022,3027,ZS-DH-NZ-1.domain,以太网,海鲜城1F靠海边休闲区,1,2008-04-17,,CT_zj_5800820014,网件AC22（虚）,,正常热点,普陀东港海中洲海鲜城,,,
CT_zj_580c9900083,800499015,嵊泗菜园公安局, 其他,嵊泗公安局,浙江,舟山市,嵊泗县,嵊泗分公司,122.4475,30.72883,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1502,1024,3024,ZS-DH-NZ-1.domain,以太网,岛心公园全部及公安局附近街道,1,2009-11-12,,CT_zj_5801240009,网件AC22（虚）,,正常热点,嵊泗菜园公安局,,,
CT_zj_580c0800085,800408017,嵊泗菜园沙拉斯, 休闲娱乐吧,嵊泗沙拉斯,浙江,舟山市,嵊泗县,嵊泗分公司,122.455408,30.727998,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,阮卫其,13395801152,0,否,,,1507,1024,3024,ZS-DH-NZ-1.domain,以太网,沙拉斯全部,1,2009-11-12,,CT_zj_5800840002,网件AC22（虚）,,正常热点,嵊泗菜园沙拉斯,,,
CT_zj_580c1600087,80042006,嵊泗菜园电信枢纽大楼营业厅, 电信自有,嵊泗县菜园镇云龙路1号,浙江,舟山市,嵊泗县,嵊泗分公司,122.45246,30.7274,金州,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,营业厅,5082936,0,否,,,1530,1024,3024,ZS-DH-NZ-1.domain,以太网,营业大厅,1,2008-04-17,,CT_zj_5801640006,网件AC22（虚）,嵊泗菜园电信老大楼,正常热点,嵊泗菜园电信枢纽大楼营业厅,,,
CT_zj_580c9900088,800416079,嵊泗菜园电信枢纽大楼网件, 其他,嵊泗县菜园镇云龙路1号,浙江,舟山市,嵊泗县,嵊泗分公司,122.45234,30.72731,金州,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,阮卫其,13395801152,0,否,,,1516,1024,3024,ZS-DH-NZ-1.domain,以太网,办公区,2,2009-11-14,,CT_zj_5801640004,网件AC22（虚）,嵊泗菜园电信老大楼,正常热点,嵊泗菜园电信枢纽大楼网件,,,
CT_zj_580c0800089,80041007,嵊泗菜园香格里拉酒吧, 休闲娱乐吧,嵊泗县菜园镇董家弄3号,浙江,舟山市,嵊泗县,嵊泗分公司,122.45585,30.72609,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,阮卫其,13395801152,0,否,,,1532,1024,3026,ZS-DH-NZ-1.domain,以太网,包厢,2,2008-04-17,,CT_zj_5800840005,网件AC22（虚）,,正常热点,嵊泗菜园香格里拉酒吧,,,
CT_zj_580a0500095,800105085,定海临城海运学院国际交流中心, 学校,定海临城新区海天大道270号,浙江,舟山市,定海县,定海分公司,122.18065,29.98853,金州,183.152.192.2-183.152.207.254,光纤,A,浙贝,王国兵老师,18957226282,0,是,,,178,1001,3004,ZS-DH-NZ-1.domain,以太网,全覆盖,4,2009-09-17,,CT_zj_5800510024,贝尔AC38（虚）,定海临城海运学院,正常热点,定海临城海运学院国际交流中心,,,
CT_zj_580a1100097,800111066,定海海韵大厦, 商务楼,定海卫海路87号,浙江,舟山市,定海县,定海分公司,122.10018,30.01044,金州,183.152.192.2-183.152.207.254,光纤,C,浙贝,顾磊,15305809609,0,是,,,97,1041,3025,ZS-DH-NZ-1.domain,以太网,全覆盖,16,2009-09-17,,CT_zj_5801110009,华三AC定海76(主),,正常热点,定海海韵大厦,,,
CT_zj_580b0600098,800206056,普陀东港中翰酒店, 宾馆酒店,普陀东港兴普大道边上（欧尚超市对面）,浙江,舟山市,普陀县,普陀分公司,122.3169,29.96665,工程局,183.152.192.2-183.152.207.254,光纤,A,浙贝,乐谋勋,15305808705,0,是,,,502,1022,3025,ZS-DH-NZ-1.domain,以太网,全覆盖,8,2009-09-17,,CT_zj_5800620047,网件AC22（虚）,,正常热点,普陀东港中翰酒店,,,
CT_zj_580b0600099,800206057,普陀普陀山祥生大酒店, 宾馆酒店,舟山市普陀山,浙江,舟山市,普陀县,普陀分公司,122.398733,30.024531,工程局,183.152.192.2-183.152.207.254,光纤,D,浙贝,乐谋勋,15305808705,0,是,,,546,1022,3027,ZS-DH-NZ-1.domain,以太网,全覆盖,6,2009-09-17,,CT_zj_5800620055,网件AC22（虚）,,正常热点,普陀普陀山祥生大酒店,,,
CT_zj_580a0600100,800106067,定海小碶综合楼, 宾馆酒店,定海解放东路和东河路交汇处,浙江,舟山市,定海县,定海分公司,122.11415,30.01828,金州,183.152.192.2-183.152.207.254,光纤,C,浙贝,顾磊,15305809609,0,是,,,29,1021,3029,ZS-DH-NZ-1.domain,以太网,全覆盖,8,2009-09-17,,CT_zj_5800610024,网件AC6（虚）,,正常热点,定海小碶综合楼,,,
CT_zj_580b1200104,800211060,普陀沈家门信用社, 政府机关等事业单位,普陀区滨港路164号,浙江,舟山市,普陀县,普陀分公司,122.29911,29.94626,工程局,183.152.192.2-183.152.207.254,光纤,C,浙贝,乐谋勋,15305808705,0,是,,,654,1022,3032,ZS-DH-NZ-1.domain,以太网,1F-6F,1,2009-09-17,,CT_zj_5801220022,网件AC22（虚）,,正常热点,普陀沈家门信用社,,,
CT_zj_580b1200105,800211061,普陀沈家门鲁家峙交通大楼, 政府机关等事业单位,舟山市普陀区鲁家峙,浙江,舟山市,普陀县,普陀分公司,122.287278,29.938374,工程局,183.152.192.2-183.152.207.254,光纤,C,浙贝,乐谋勋,15305808705,0,是,,,632,1022,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,13,2009-09-17,,CT_zj_5801220007,网件AC22（虚）,,正常热点,普陀沈家门鲁家峙交通大楼,,,
CT_zj_580a1200110,800111069,定海临城城建大楼, 政府机关等事业单位,定海临城行政中心内,浙江,舟山市,定海县,定海分公司,122.20172,29.98991,金州,183.152.192.2-183.152.207.254,光纤,C,依网,李师傅,13735036659,0,是,,,42,1001,3025,ZS-DH-NZ-1.domain,以太网,全覆盖,12,2010-03-31,,CT_zj_5801210015,贝尔AC38（虚）,,正常热点,定海临城城建大楼,,,
CT_zj_580a1200111,80013048,定海临城民政大楼, 政府机关等事业单位,定海临城新城区民政大楼,浙江,舟山市,定海县,定海分公司,122.19823,29.99604,金州,183.152.192.2-183.152.207.254,光纤,C,浙贝,顾磊,15305809609,0,是,,,51,1021,3026,ZS-DH-NZ-1.domain,以太网,全覆盖,3,2009-09-17,,CT_zj_5801210016,网件AC6（虚）,,正常热点,定海临城民政大楼,,,
CT_zj_580a1200113,800111071,定海临城中级人民法院, 政府机关等事业单位,定海临城新城区中级人民法院,浙江,舟山市,定海县,定海分公司,122.19919,29.99662,金州,183.152.192.2-183.152.207.254,光纤,B,浙贝,顾磊,15305809609,0,是,,,26,1021,3026,ZS-DH-NZ-1.domain,以太网,全覆盖,8,2009-09-17,,CT_zj_5801210009,网件AC6（虚）,,正常热点,定海临城中级人民法院,,,
CT_zj_580b1200114,800211062,普陀东港办证中心, 政府机关等事业单位,舟山市海莲路80号,浙江,舟山市,普陀县,普陀分公司,122.30955,29.95586,工程局,183.152.192.2-183.152.207.254,光纤,A,浙贝,乐谋勋,15305808705,0,是,,,635,1022,3025,ZS-DH-NZ-1.domain,以太网,普陀东港办证中心1楼,2,2009-09-17,,CT_zj_5801220014,网件AC22（虚）,,正常热点,普陀东港办证中心,,,
CT_zj_580a9900117,800111073,定海临城人才公寓, 其他,定海临城海宇路人才公寓,浙江,舟山市,定海县,定海分公司,122.20978,29.99066,金州,183.152.192.2-183.152.207.254,光纤,C,工程局SY,顾磊,15305809609,0,是,,,115,1041,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,7,2009-09-17,,CT_zj_5809910011,华三AC定海76(主),,正常热点,定海临城人才公寓,,,
CT_zj_580b1500120,800214063,普陀东港欧尚超市, 大型购物广场,舟山市普陀区东港,浙江,舟山市,普陀县,普陀分公司,122.31655,29.96816,工程局,183.152.192.2-183.152.207.254,光纤,B,浙贝,乐谋勋,15305808705,0,是,,,503,1022,3026,ZS-DH-NZ-1.domain,以太网,全覆盖,8,2009-09-17,,CT_zj_5801520007,网件AC22（虚）,,正常热点,普陀东港欧尚超市,,,
CT_zj_580d9900122,800311036,岱山长涂金海湾船厂办公大楼, 其他,岱山县长涂镇,浙江,舟山市,岱山县,岱山分公司,122.2535,30.23829,金州,183.152.192.2-183.152.207.254,光纤,C,浙贝,魏幸淑,15305807947,0,是,,,1034,1023,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,4,2009-09-17,,CT_zj_5809930019,网件AC6（虚）,岱山长涂金海湾船厂,正常热点,岱山长涂金海湾船厂办公大楼,,,
CT_zj_580c0600123,80042004,嵊泗菜园丰华国际酒店, 宾馆酒店,舟山市嵊泗县菜园镇云龙路,浙江,舟山市,嵊泗县,嵊泗分公司,122.45375,30.73006,金州,183.152.192.2-183.152.207.254,光纤,A,浙贝,阮卫其,13395801152,0,是,,,2002,1004,3025,ZS-DH-NZ-1.domain,以太网,全覆盖,17,2009-09-17,,CT_zj_5800640005,贝尔AC41（虚）,,正常热点,嵊泗菜园丰华国际酒店,,,
CT_zj_580c0600124,800406019,嵊泗菜园华侨饭店, 宾馆酒店,舟山市嵊泗县菜园镇东海路166号,浙江,舟山市,嵊泗县,嵊泗分公司,122.45412,30.72433,金州,183.152.192.2-183.152.207.254,光纤,A,浙贝,阮卫其,13395801152,0,是,,,2007,1004,3025,ZS-DH-NZ-1.domain,以太网,全覆盖,6,2009-09-17,,CT_zj_5800640006,贝尔AC41（虚）,,正常热点,嵊泗菜园华侨饭店,,,
CT_zj_580a0800125,80011034,定海环城东路清藤语茶, 休闲娱乐吧,定海环城东路12号,浙江,舟山市,定海县,定海分公司,122.10395,30.02552,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾经理,13386682777,0,是,,,269,1001,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,4,2009-02-09,,CT_zj_5800810009,贝尔ac44（虚）,,正常热点,定海环城东路清藤语茶,,,
CT_zj_580a0800129,800108075,定海马岙青青世界, 休闲娱乐吧,定海马岙镇茂盛村,浙江,舟山市,定海县,定海分公司,122.08536,30.11073,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,是,,,60,1021,3027,ZS-DH-NZ-1.domain,以太网,大厅,1,2009-02-09,,CT_zj_5800810008,网件AC6（虚）,,正常热点,定海马岙青青世界,,,
CT_zj_580a1100108,800111086,定海港务大楼, 商务楼,定海区沿港东路港务大楼,浙江,舟山市,定海县,定海分公司,122.10052,30.00976,金州,183.152.192.2-183.152.207.254,光纤,C,浙贝,马经理,13505808825,0,是,,,55,1021,3025,ZS-DH-NZ-1.domain,以太网,全覆盖,5,2009-09-17,,CT_zj_5801110002,网件AC6（虚）,,正常热点,定海港务大楼,,,
CT_zj_580a0600131,80013037,定海新天鹅宾馆, 宾馆酒店,定海人民南路观音桥1号,浙江,舟山市,定海县,定海分公司,122.10291,30.01218,金州,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,顾磊,15305809609,0,是,,,36,1021,3025,ZS-DH-NZ-1.domain,以太网,大堂吧,1,2009-02-09,,CT_zj_5800610032,网件AC6（虚）,,正常热点,定海新天鹅宾馆,,,
CT_zj_580b9900170,800206320,普陀沈家门天宝饭店室外, 其他,天宝饭店,浙江,舟山市,普陀县,普陀分公司,122.294,29.94947,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,608,1022,3040,ZS-DH-NZ-1.domain,以太网,天宝饭店为中心的东海路段150米距离,1,2009-11-30,,CT_zj_5800620019,网件AC22（虚）,,正常热点,普陀沈家门天宝饭店室外,,,
CT_zj_580b9900171,800206321,普陀沈家门海兴楼宾馆, 其他,海兴楼宾馆,浙江,舟山市,普陀县,普陀分公司,122.29136,29.94604,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,644,1022,3030,ZS-DH-NZ-1.domain,以太网,海兴楼为中心的东海路段150米距离,1,2009-11-30,,CT_zj_5800620020,网件AC22（虚）,,正常热点,普陀沈家门海兴楼宾馆,,,
CT_zj_580b9900178,800206322,普陀沈家门华银宾馆室外, 其他,华银宾馆,浙江,舟山市,普陀县,普陀分公司,122.30235,29.94642,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,591,1022,3025,ZS-DH-NZ-1.domain,以太网,华银宾馆为中心的东西150米距离,1,2009-11-30,,CT_zj_5800620023,网件AC22（虚）,,正常热点,普陀沈家门华银宾馆室外,,,
CT_zj_580b9900179,800213323,普陀沈家门中医院室外, 其他,普陀中医院,浙江,舟山市,普陀县,普陀分公司,122.29369,29.94502,工程局,183.152.192.2-183.152.207.254,光纤,D,工程局FZ,乐谋勋,15305808705,0,否,,,646,1022,3030,ZS-DH-NZ-1.domain,以太网,中医院为中心的附近滨港路/靠西大街及道路,3,2009-11-30,,CT_zj_5801320003,网件AC22（虚）,,正常热点,普陀沈家门中医院室外,,,
CT_zj_580b1300051,80022008,普陀沈家门人民医院输液大厅, 医院,普陀区沈家门宫下路90号,浙江,舟山市,普陀县,普陀分公司,122.29581,29.94849,工程局,183.152.192.2-183.152.207.254,光纤,A,瑞达,乐谋勋,15305808705,0,否,,,609,1022,3027,ZS-DH-NZ-1.domain,以太网,输液大厅,1,2009-12-31,,CT_zj_5801320002,网件AC22（虚）,,正常热点,普陀沈家门人民医院输液大厅,,,
CT_zj_580c0600054,80042001,嵊泗大洋泽成大酒店, 宾馆酒店,嵊泗县大洋镇共建路77号,浙江,舟山市,嵊泗县,嵊泗分公司,122.07102,30.59436,金州,183.152.192.2-183.152.207.254,光纤,D,工程局FZ,阮卫其,13395801152,0,否,,,1506,1024,3024,ZS-DH-NZ-1.domain,以太网,大堂、会议室等,4,2008-04-17,,CT_zj_5800640007,网件AC22（虚）,,正常热点,嵊泗大洋泽成大酒店,,,
