集团编号,HP编号,热点名称,热点类型,地址,省份,地市,县市,所属分局（分公司）,经度,纬度,代维公司,IP地址段,接入方式,热点等级,集成商,业主联系人,联系方式,WLAN干放数量,是否有室分,接入电路编号,POP,业务VLAN,PVLAN,管理VLAN,接入域,端口类型,覆盖区域,AP数量,创建时间,备注,导入编号,所属AC名称,场点名称,热点状态,地标,集团经度,集团纬度,
CT_zj_580b1603694,800216767,普陀浦西大干便利店对面P008A01电信杆, 电信自有,普陀浦西大干P008-A01电信杆,浙江,舟山市,普陀县,普陀分公司,122.25639,29.95831,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,393,1002,3026,ZS-DH-NZ-1.domain,以太网,附近区域,2,2011-10-26,,CT_zj_5801620078,贝尔AC41（虚）,,正常热点,普陀浦西大干便利店对面P008A01电信杆,,,
CT_zj_580b1603695,800216768,普陀浦西勾山街85号旁交接箱, 电信自有,浦西勾山街85号旁电信交接箱杆,浙江,舟山市,普陀县,普陀分公司,122.24233,29.97784,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,394,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-26,,CT_zj_5801620079,贝尔AC41（虚）,,正常热点,普陀浦西勾山街85号旁交接箱,,,
CT_zj_580b9903696,800299769,普陀沈家门荷东社区卫生服务站对面室外, 其他,普陀沈家门荷东社区卫生服务站对面墙角,浙江,舟山市,普陀县,普陀分公司,122.31167,29.94604,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,396,1002,3025,ZS-DH-NZ-1.domain,以太网,荷东社区卫生服务站,1,2011-10-26,,CT_zj_5809920401,贝尔AC41（虚）,,正常热点,普陀沈家门荷东社区卫生服务站对面室外,,,
CT_zj_580b0603697,800206770,普陀沈家门兴建路93号南苑宾馆室外, 宾馆酒店,普陀沈家门兴建路93号南苑宾馆,浙江,舟山市,普陀县,普陀分公司,122.29188,29.94571,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,397,1002,3039,ZS-DH-NZ-1.domain,以太网,兴建路93号南苑宾馆附近街道商铺,2,2011-10-26,,CT_zj_5800620098,贝尔AC41（虚）,,正常热点,普陀沈家门兴建路93号南苑宾馆室外,,,
CT_zj_580b9903698,800299771,普陀沈家门中兴路6号电信杆, 其他,普陀沈家门中兴路6号前线杆,浙江,舟山市,普陀县,普陀分公司,122.307,29.94717,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,398,1002,3024,ZS-DH-NZ-1.domain,以太网,中兴路6号附近街道商铺,1,2011-10-26,,CT_zj_5809920402,贝尔AC41（虚）,,正常热点,普陀沈家门中兴路6号电信杆,,,
CT_zj_580b9903700,800299773,普陀沈家门兴建路736号电信杆, 其他,普陀沈家门兴建路736号前线杆,浙江,舟山市,普陀县,普陀分公司,122.27917,29.94441,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,400,1002,3038,ZS-DH-NZ-1.domain,以太网,兴建路736号附近街道商铺,1,2011-10-26,,CT_zj_5809920404,贝尔AC41（虚）,,正常热点,普陀沈家门兴建路736号电信杆,,,
CT_zj_580a1603720,800116460,定海盘峙电信营业厅, 电信自有,定海盘峙电信营业厅,浙江,舟山市,定海县,定海分公司,122.082976,29.983561,金州,183.152.192.2-183.152.207.254,光纤,D,工程局SY,营业厅,8930005,0,否,,,128,1001,3025,ZS-DH-NZ-1.domain,以太网,营业厅,1,2011-10-26,,CT_zj_5801620058,贝尔AC38（虚）,,正常热点,定海盘峙电信营业厅,,,
CT_zj_580d9903860,800399183,岱山高亭育才新村8号楼边PHS, 其他,岱山高亭育才新村8号楼边小灵通机站上,浙江,舟山市,岱山县,岱山分公司,122.19676,30.24834,金州,183.152.192.2-183.152.207.254,光纤,C,工程局SY,魏幸淑,15305807947,0,否,,,2072,1003,3000,ZS-DH-NZ-1.domain,以太网,岱山高亭育才新村8号楼及周边,1,2011-11-04,,CT_zj_5809930052,贝尔AC38（虚）,,正常热点,岱山高亭育才新村8号楼边PHS,,,
CT_zj_580b9903910,800299818,普陀沈家门东海中路502号电信杆, 其他,普陀沈家门东海中路502号前线杆,浙江,舟山市,普陀县,普陀分公司,122.28502,29.94734,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,475,1002,3043,ZS-DH-NZ-1.domain,以太网,东海中路502号附近街道商铺,1,2011-11-08,,CT_zj_5809920437,贝尔AC41（虚）,,正常热点,普陀沈家门东海中路502号电信杆,,,
CT_zj_580b9903913,800299821,普陀沈家门外道头路荷外路交叉口PHS, 其他,普陀沈家门外道头路和荷外路交叉口PHS,浙江,舟山市,普陀县,普陀分公司,122.31302,29.94624,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,478,1002,3025,ZS-DH-NZ-1.domain,以太网,外道头路和荷外路交叉口周边街道商铺,1,2011-11-08,,CT_zj_5809920438,贝尔AC41（虚）,,正常热点,普陀沈家门外道头路荷外路交叉口PHS,,,
CT_zj_580b1303914,800213822,普陀展茅中心卫生院, 医院,普陀展茅中心卫生院室外,浙江,舟山市,普陀县,普陀分公司,122.27925,30.02978,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,479,1002,3025,ZS-DH-NZ-1.domain,以太网,展茅中心卫生院宿舍楼,2,2011-11-08,,CT_zj_5801320010,贝尔AC41（虚）,,正常热点,普陀展茅中心卫生院,,,
CT_zj_580d9903481,800399163,岱山长涂金海湾船厂南区住宿楼9号楼, 其他,岱山长途金海湾船厂南区住宿楼9号楼,浙江,舟山市,岱山县,岱山分公司,122.255481,30.243183,金州,183.152.192.2-183.152.207.254,光纤,C,工程局SY,魏幸淑,15305807947,0,是,,,2045,1003,3024,ZS-DH-NZ-1.domain,以太网,南区住宿楼9号楼,9,2011-10-08,,CT_zj_5809930048,贝尔AC38（虚）,岱山长涂金海湾船厂,正常热点,岱山长涂金海湾船厂南区住宿楼9号楼,,,
CT_zj_580b9903541,800299722,普陀浦西勾山街41号旁电信杆, 其他,普陀浦西勾山街41号旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.2426,29.97736,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,351,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920382,贝尔AC41（虚）,,正常热点,普陀浦西勾山街41号旁电信杆,,,
CT_zj_580b9903542,800299723,普陀浦西勾山街爱心园西饼屋前电信杆, 其他,普陀浦西勾山爱心园西饼屋前电信杆,浙江,舟山市,普陀县,普陀分公司,122.24157,29.97826,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,352,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920383,贝尔AC41（虚）,,正常热点,普陀浦西勾山街爱心园西饼屋前电信杆,,,
CT_zj_580b9903543,800299724,普陀浦西勾山街P009电信杆, 其他,普陀浦西勾山街P009电信杆,浙江,舟山市,普陀县,普陀分公司,122.2399,29.98037,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,353,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920384,贝尔AC41（虚）,,正常热点,普陀浦西勾山街P009电信杆,,,
CT_zj_580b9903544,800299725,普陀浦西新益路77号旁电信杆, 其他,普陀浦西新益路77号旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.24073,29.9771,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,354,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920385,贝尔AC41（虚）,,正常热点,普陀浦西新益路77号旁电信杆,,,
CT_zj_580b9903545,800299726,普陀浦西平渔路126号旁电信杆, 其他,普陀浦西平渔路126号旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.24682,29.96914,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,355,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920386,贝尔AC41（虚）,,正常热点,普陀浦西平渔路126号旁电信杆,,,
CT_zj_580b9903546,800299727,普陀浦西南岙村南岙路487号前电信杆, 其他,普陀浦西南岙村南岙路487号前电信杆,浙江,舟山市,普陀县,普陀分公司,122.29267,29.98585,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,356,1002,3025,ZS-DH-NZ-1.domain,以太网,农庄,1,2011-10-11,,CT_zj_5809920387,贝尔AC41（虚）,,正常热点,普陀浦西南岙村南岙路487号前电信杆,,,
CT_zj_580b9903548,800299729,普陀浦西平渔路1号门口电信杆, 其他,普陀浦西平渔路16号对面电信杆,浙江,舟山市,普陀县,普陀分公司,122.2503,29.97065,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,358,1002,3030,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920389,贝尔AC41（虚）,,正常热点,普陀浦西平渔路1号门口电信杆,,,
CT_zj_580b9903549,800299730,普陀浦西平渔路40号对面电信杆, 其他,普陀浦西平渔路40号对面电信杆,浙江,舟山市,普陀县,普陀分公司,122.24827,29.96972,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,359,1002,3030,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920390,贝尔AC41（虚）,,正常热点,普陀浦西平渔路40号对面电信杆,,,
CT_zj_580b9903550,800299731,普陀浦西平渔路80号旁电信杆, 其他,普陀浦西平渔路80号旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.24715,29.96928,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,360,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920391,贝尔AC41（虚）,,正常热点,普陀浦西平渔路80号旁电信杆,,,
CT_zj_580b9903551,800299732,普陀浦西东海西路2013号前电信杆, 其他,普陀浦西东海西路2013号前电信杆,浙江,舟山市,普陀县,普陀分公司,122.24313,29.97062,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,361,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,2,2011-10-11,,CT_zj_5809920392,贝尔AC41（虚）,,正常热点,普陀浦西东海西路2013号前电信杆,,,
CT_zj_580b9903552,800299733,普陀浦西街106号旁电信杆, 其他,普陀浦西街106号旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.24284,29.97429,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,362,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920393,贝尔AC41（虚）,,正常热点,普陀浦西街106号旁电信杆,,,
CT_zj_580b9903553,800299734,普陀浦西街12号前电信杆, 其他,普陀浦西街12号前电信杆,浙江,舟山市,普陀县,普陀分公司,122.24104,29.97365,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,363,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920394,贝尔AC41（虚）,,正常热点,普陀浦西街12号前电信杆,,,
CT_zj_580b9903554,800299735,普陀浦西支局对面P080电信杆, 其他,普陀浦西支局对面P080电信杆,浙江,舟山市,普陀县,普陀分公司,122.24515,29.97545,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,364,1002,3024,ZS-DH-NZ-1.domain,以太网,附近店铺,2,2011-10-11,,CT_zj_5809920395,贝尔AC41（虚）,,正常热点,普陀浦西支局对面P080电信杆,,,
CT_zj_580b9903555,800299736,普陀浦西勾山街175号旁电信杆, 其他,浦西勾山街175号旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.24118,29.97872,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,365,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-11,,CT_zj_5809920396,贝尔AC41（虚）,,正常热点,普陀浦西勾山街175号旁电信杆,,,
CT_zj_580b9903556,800299737,普陀浦西新益路勾山工商所楼顶PHS, 其他,普陀浦西新益路勾山工商所楼顶PHS,浙江,舟山市,普陀县,普陀分公司,122.23937,29.97529,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,366,1002,3024,ZS-DH-NZ-1.domain,以太网,附近街道,2,2011-10-11,,CT_zj_5809920397,贝尔AC41（虚）,,正常热点,普陀浦西新益路勾山工商所楼顶PHS,,,
CT_zj_580a9903561,800104435,定海东蟹峙隆升船厂, 其他,定海隆升船厂,浙江,舟山市,定海县,定海分公司,122.139809,29.986126,金州,183.152.192.2-183.152.207.254,光纤,D,工程局SY,顾磊,15305809609,0,否,,,156,1021,3030,ZS-DH-NZ-1.domain,以太网,隆升船厂内宿舍楼以及门岗,1,2011-10-13,,CT_zj_5800410004,网件AC6（虚）,,正常热点,定海东蟹峙隆升船厂,,,
CT_zj_580a1203622,800112439,定海跨海大桥大桥办, 政府机关等事业单位,定海跨海大桥大桥办,浙江,舟山市,定海县,定海分公司,121.99876,30.0505,金州,183.152.192.2-183.152.207.254,光纤,C,国人,顾磊,15305809609,0,否,,,97,1001,3000,ZS-DH-NZ-1.domain,以太网,1-3F,3,2011-10-19,,CT_zj_5801210032,贝尔AC38（虚）,,正常热点,定海跨海大桥大桥办,,,
CT_zj_580a0503629,800105446,定海临城海运学院三号教学楼, 学校,定海临城海运学院三号教学楼室外路面,浙江,舟山市,定海县,定海分公司,122.18091,29.99031,金州,183.152.192.2-183.152.207.254,光纤,A,国人,王国兵老师,18957226282,0,否,,,110,1001,2903,ZS-DH-NZ-1.domain,以太网,海运学院三号楼室外,3,2011-10-19,,CT_zj_5800510074,贝尔AC38（虚）,定海临城海运学院,正常热点,定海临城海运学院三号教学楼,,,
CT_zj_580b0603633,800206738,普陀沈家门中元大酒店, 宾馆酒店,普陀浦湾二区,浙江,舟山市,普陀县,普陀分公司,122.27971,29.94798,工程局,183.152.192.2-183.152.207.254,光纤,B,国人,乐谋勋,15305808705,0,是,,,1009,1042,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,11,2011-10-19,,CT_zj_5800620097,华三AC普陀78(主),,正常热点,普陀沈家门中元大酒店,,,
CT_zj_580b9903644,800299749,普陀沈家门文卫弄71号电信杆, 其他,普陀沈家门文卫弄71号边线杆,浙江,舟山市,普陀县,普陀分公司,122.29704,29.94914,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,369,1002,3052,ZS-DH-NZ-1.domain,以太网,文卫弄71号附近街道商铺,1,2011-10-19,,CT_zj_5809920398,贝尔AC41（虚）,,正常热点,普陀沈家门文卫弄71号电信杆,,,
CT_zj_580b9903645,800299750,普陀沈家门渔市大街94号鼎升网吧室外, 其他,普陀沈家门渔市大街94号鼎升网吧室外,浙江,舟山市,普陀县,普陀分公司,122.27939,29.94473,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,373,1002,3025,ZS-DH-NZ-1.domain,以太网,渔市大街94号附近街道宾馆商铺,2,2011-10-19,,CT_zj_5809920399,贝尔AC41（虚）,,正常热点,普陀沈家门渔市大街94号鼎升网吧室外,,,
CT_zj_580b9903646,800299751,普陀东港金城街298号自选小店室外, 其他,普陀东港金城街298号自选小店左侧门面,浙江,舟山市,普陀县,普陀分公司,122.31802,29.96297,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,375,1002,3060,ZS-DH-NZ-1.domain,以太网,附近店铺,2,2011-10-19,,CT_zj_5809920400,贝尔AC41（虚）,,正常热点,普陀东港金城街298号自选小店室外,,,
CT_zj_580b0703648,800207753,普陀朱家尖田园阳光农庄, 休闲度假区,朱家尖田园阳光农庄1号餐厅旁屋顶,浙江,舟山市,普陀县,普陀分公司,122.36585,29.9428,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局SY,乐谋勋,15305808705,0,否,,,383,1002,3027,ZS-DH-NZ-1.domain,以太网,餐厅,6,2011-10-19,,CT_zj_5800720100,贝尔AC41（虚）,,正常热点,普陀朱家尖田园阳光农庄,,,
CT_zj_580b1603650,800216755,普陀东港中学食堂楼顶PHS, 电信自有,东港中学食堂楼顶PHS,浙江,舟山市,普陀县,普陀分公司,122.3124,29.96372,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局SY,乐谋勋,15305808705,0,否,,,385,1002,3025,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-19,,CT_zj_5801620072,贝尔AC41（虚）,,正常热点,普陀东港中学食堂楼顶PHS,,,
CT_zj_580b1603651,800216756,普陀东港小学PHS, 电信自有,东港小学PHS,浙江,舟山市,普陀县,普陀分公司,122.31436,29.95795,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局SY,乐谋勋,15305808705,0,否,,,386,1002,3065,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-10-19,,CT_zj_5801620073,贝尔AC41（虚）,,正常热点,普陀东港小学PHS,,,
CT_zj_580c9904077,800499114,嵊泗菜园马迹山港口, 其他,嵊泗菜园马迹山港口,浙江,舟山市,嵊泗县,嵊泗分公司,122.423415,30.680229,金州,183.152.192.2-183.152.207.254,光纤,D,京信,阮卫其,13395801152,0,否,,,2023,1004,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,2,2011-11-20,,CT_zj_5809940047,贝尔AC41（虚）,,正常热点,嵊泗菜园马迹山港口,,,
CT_zj_580b1604078,800216850,普陀普陀山支局营业厅, 电信自有,普陀普陀山支局营业厅室内,浙江,舟山市,普陀县,普陀分公司,122.37866,29.98508,工程局,183.152.192.2-183.152.207.254,光纤,D,工程局SY,营业厅,6091244,0,否,,,503,1002,3000,ZS-DH-NZ-1.domain,以太网,营业厅内,3,2011-11-20,,CT_zj_5801620090,贝尔AC41（虚）,,正常热点,普陀普陀山支局营业厅,,,
CT_zj_580a1504263,800199507,定海苏宁电器, 大型购物广场,定海解放东路苏宁电器,浙江,舟山市,定海县,定海分公司,122.10466,30.01735,金州,183.152.192.2-183.152.207.254,光纤,C,国人,顾磊,15305809609,0,否,,,207,1001,3000,ZS-DH-NZ-1.domain,以太网,苏宁电器,4,2011-11-26,,CT_zj_5809910119,贝尔ac44（虚）,,正常热点,定海苏宁电器,,,
CT_zj_580c0604309,800406119,嵊泗菜园友谊宾馆, 宾馆酒店,嵊泗菜园沙河路138号,浙江,舟山市,嵊泗县,嵊泗分公司,122.45213,30.72714,金州,183.152.192.2-183.152.207.254,光纤,B,京信,阮卫其,13395801152,0,否,,,2039,1004,3000,ZS-DH-NZ-1.domain,以太网,沙河路,4,2011-11-26,,CT_zj_5809940100,贝尔ac47（虚）,,正常热点,嵊泗菜园友谊宾馆,,,
CT_zj_580c1204310,800412120,嵊泗基湖党校室外, 政府机关等事业单位,嵊泗基湖星基路59号,浙江,舟山市,嵊泗县,嵊泗分公司,122.46458,30.71235,金州,183.152.192.2-183.152.207.254,光纤,C,京信,阮卫其,13395801152,0,否,,,2041,1004,3000,ZS-DH-NZ-1.domain,以太网,基胡党校大楼,1,2011-11-26,,CT_zj_5809940200,贝尔ac47（虚）,,正常热点,嵊泗基湖党校室外,,,
CT_zj_580b1204433,800212884,普陀东港国土资源局, 政府机关等事业单位,东港B-05地块,浙江,舟山市,普陀县,普陀分公司,122.31063,29.97458,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局,乐谋勋,15305808705,0,是,,,1089,1042,3024,ZS-DH-NZ-1.domain,以太网,国土资源局,19,2011-11-29,,CT_zj_5801220025,华三AC普陀78(主),,正常热点,普陀东港国土资源局,,,
CT_zj_580a0505641,800105650,定海临城舟山中学3号宿舍楼, 学校,定海临城舟山中学3号宿舍楼,浙江,舟山市,定海县,定海分公司,122.18001,29.99939,金州,183.152.192.2-183.152.207.254,光纤,C,国人,顾磊,15305809609,0,是,,,404,1001,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,5,2012-02-13,,CT_zj_5800510093,贝尔ac44（虚）,定海临城舟山中学,正常热点,定海临城舟山中学3号宿舍楼,,,
CT_zj_580b9903981,800299828,普陀朱家尖街道服务大楼门口监控杆, 其他,朱家尖街道服务大楼门口监控杆,浙江,舟山市,普陀县,普陀分公司,122.39141,29.91775,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,489,1002,3026,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-11-15,,CT_zj_5809920440,贝尔AC41（虚）,,正常热点,普陀朱家尖街道服务大楼门口监控杆,,,
CT_zj_580b9903982,800299829,普陀朱家尖福兴路西鑫旺宾馆门口监控杆, 其他,朱家尖福兴路西鑫旺宾馆门口监控杆,浙江,舟山市,普陀县,普陀分公司,122.38298,29.91509,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,490,1002,3024,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-11-15,,CT_zj_5809920441,贝尔AC41（虚）,,正常热点,普陀朱家尖福兴路西鑫旺宾馆门口监控杆,,,
CT_zj_580b9903983,800299830,普陀朱家尖中欣路北口监控杆, 其他,朱家尖中欣路北口监控杆,浙江,舟山市,普陀县,普陀分公司,122.38129,29.91896,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,491,1002,3026,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-11-15,,CT_zj_5809920442,贝尔AC41（虚）,,正常热点,普陀朱家尖中欣路北口监控杆,,,
CT_zj_580b9903984,800299831,普陀朱家尖俞龙村远大电子室外, 其他,朱家尖俞龙村浙江远大电子开发有限公司,浙江,舟山市,普陀县,普陀分公司,122.35385,29.92495,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,492,1002,3000,ZS-DH-NZ-1.domain,以太网,宿舍 会议室,3,2011-11-15,,CT_zj_5809920443,贝尔AC41（虚）,,正常热点,普陀朱家尖俞龙村远大电子室外,,,
CT_zj_580b9903985,800299832,普陀东港海印路金城街交叉口监控杆, 其他,普陀东港海印路金城街交叉口监控杆,浙江,舟山市,普陀县,普陀分公司,122.31445,29.9642,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,493,1002,3055,ZS-DH-NZ-1.domain,以太网,会议室,1,2011-11-15,,CT_zj_5809920444,贝尔AC41（虚）,,正常热点,普陀东港海印路金城街交叉口监控杆,,,
CT_zj_580b9903987,800299833,普陀浦西浅水湾大门前路灯式PHS, 其他,浦西浅水湾大门前路灯式PHS,浙江,舟山市,普陀县,普陀分公司,122.24726,29.97665,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,496,1002,3028,ZS-DH-NZ-1.domain,以太网,附近区域,2,2011-11-15,,CT_zj_5809920446,贝尔AC41（虚）,,正常热点,普陀浦西浅水湾大门前路灯式PHS,,,
CT_zj_580b9903988,800299834,普陀浦西南岙村南岙路25号PHS, 其他,浦西南岙村南岙路25号旁PHS杆,浙江,舟山市,普陀县,普陀分公司,122.28613,29.99001,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,497,1002,3029,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-11-15,,CT_zj_5809920447,贝尔AC41（虚）,,正常热点,普陀浦西南岙村南岙路25号PHS,,,
CT_zj_580b9903989,800299835,普陀浦西塔岭秀竹禅寺PHS, 其他,浦西南岙村南岙路25号旁PHS杆,浙江,舟山市,普陀县,普陀分公司,122.2929,30.00463,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,498,1002,3025,ZS-DH-NZ-1.domain,以太网,附近区域,1,2011-11-15,,CT_zj_5809920448,贝尔AC41（虚）,,正常热点,普陀浦西塔岭秀竹禅寺PHS,,,
CT_zj_580d9904079,800399193,岱山岱西海天船厂1号宿舍楼, 其他,岱山海天船厂1号宿舍楼,浙江,舟山市,岱山县,岱山分公司,122.087285,30.287433,金州,183.152.192.2-183.152.207.254,光纤,C,京信,魏幸淑,15305807947,0,是,,,2083,1003,3000,ZS-DH-NZ-1.domain,以太网,全覆盖,4,2011-11-20,,CT_zj_5809930059,贝尔AC38（虚）,岱山岱西海天船厂,正常热点,岱山岱西海天船厂1号宿舍楼,,,
CT_zj_580d9904080,800399194,岱山岱西海天船厂2号宿舍楼, 其他,岱山海天船厂2号宿舍楼,浙江,舟山市,岱山县,岱山分公司,122.087692,30.287407,金州,183.152.192.2-183.152.207.254,光纤,C,京信,魏幸淑,15305807947,0,是,,,2084,1003,3000,ZS-DH-NZ-1.domain,以太网,全覆盖,4,2011-11-20,,CT_zj_5809930060,贝尔AC38（虚）,岱山岱西海天船厂,正常热点,岱山岱西海天船厂2号宿舍楼,,,
CT_zj_580a1504261,800199506,定海五星电器, 大型购物广场,定海解放东路五星电器,浙江,舟山市,定海县,定海分公司,122.10428,30.01837,金州,183.152.192.2-183.152.207.254,光纤,C,国人,夜保,13884303235,0,否,,,206,1001,3000,ZS-DH-NZ-1.domain,以太网,五星电器,5,2011-11-26,,CT_zj_5809910118,贝尔ac44（虚）,,正常热点,定海五星电器,,,
CT_zj_580c9904401,800499125,嵊泗菜园司法局室外, 其他,菜圃路90号,浙江,舟山市,嵊泗县,嵊泗分公司,122.44752,30.72901,金州,183.152.192.2-183.152.207.254,光纤,C,京信,阮卫其,13395801152,0,否,,,2043,1004,3000,ZS-DH-NZ-1.domain,以太网,嵊泗司法局群楼,4,2011-11-29,,CT_zj_5809940048,贝尔ac47（虚）,,正常热点,嵊泗菜园司法局室外,,,
CT_zj_580c9904402,800499126,嵊泗菜园石油公司室外, 其他,东海路180号,浙江,舟山市,嵊泗县,嵊泗分公司,122.454,30.72468,金州,183.152.192.2-183.152.207.254,光纤,C,京信,阮卫其,13395801152,0,否,,,2044,1004,3000,ZS-DH-NZ-1.domain,以太网,嵊泗东海路沿街店铺,4,2011-11-29,,CT_zj_5809940049,贝尔ac47（虚）,,正常热点,嵊泗菜园石油公司室外,,,
CT_zj_580c9904403,800499127,嵊泗菜园交警大队宿舍楼室外, 其他,东海路38号,浙江,舟山市,嵊泗县,嵊泗分公司,122.45148,30.72098,金州,183.152.192.2-183.152.207.254,光纤,C,京信,阮卫其,13395801152,0,否,,,2045,1004,3000,ZS-DH-NZ-1.domain,以太网,小区居民楼,8,2011-11-29,,CT_zj_5809940050,贝尔ac47（虚）,,正常热点,嵊泗菜园交警大队宿舍楼室外,,,
CT_zj_580c9904404,800499128,嵊泗菜园港口办公楼PHS, 其他,菜圃路53号,浙江,舟山市,嵊泗县,嵊泗分公司,122.44942,30.72845,金州,183.152.192.2-183.152.207.254,光纤,C,京信,阮卫其,13395801152,0,否,,,2046,1004,3000,ZS-DH-NZ-1.domain,以太网,娱乐场所,4,2011-11-29,,CT_zj_5809940051,贝尔ac47（虚）,,正常热点,嵊泗菜园港口办公楼PHS,,,
