16996999	14573042	1696	3467	80	16	50	3
1937897	24016020	322	3456	63	13	42	3
40628959	25028289	5979	3388	63	16	36	2
12974320	63162411	1134	3381	76	13	50	6
26763651	1599728	2187	3328	64	10	43	3
7841048	30756170	531	3314	76	16	43	4
1526425	14131555	387	3292	61	26	29	1
16431350	1998571	2009	3265	80	7	59	4
16038004	15544821	3370	3228	60	16	37	6
80246	616507	213	3221	22	13	7	1
59312	446057	417	3193	71	17	48	2
2164473	36604309	333	3193	75	13	48	2
3495459	29312447	234	3189	67	7	46	1
29540768	34705387	1227	3176	78	21	44	4
10742088	0	1969	1797	68	14	41	1
1685951	567649	1483	3169	68	16	42	3
1253249	22559976	274	3135	74	11	40	5
35091879	21692600	5369	3122	30	6	21	1
15465899	12620070	2577	3104	31	6	22	1
1199840	7521358	787	3101	73	6	58	1
2957844	21548875	418	3080	57	11	41	4
3505157	19009492	830	3079	47	7	33	5
19361371	13503613	1482	3038	85	8	65	1
5654106	40981026	538	3038	73	11	49	2
5847780	20015170	328	3023	71	12	45	1
40808811	17632071	5445	3000	38	8	25	1
1942151	15037709	266	2994	74	10	55	1
1174805	49163255	297	2991	67	15	42	1
2032190	12077892	565	2989	55	18	29	2
14474404	19010082	2386	2984	38	9	21	1
0	0	1806	490	11	0	10	1
9510714	22989220	517	2969	71	14	50	2
951281	33366449	166	2966	65	10	37	3
31249502	2467795	4813	2956	55	11	35	1
17523987	1587429	372	2950	79	12	54	2
4813547	24019762	485	2938	67	13	40	3
1153026	259275	223	2921	65	15	37	1
2188563	33627105	452	2919	68	10	41	3
1667278	14624813	495	2917	79	10	51	1
2017207	41920169	326	2879	77	11	55	1
2108907	36429736	510	2860	68	11	46	4
7344641	38600149	202	2841	65	1	55	5
2416506	2912313	605	2839	78	11	51	3
13533013	14878711	882	2827	66	12	44	4
4661918	30749646	457	2823	70	17	44	2
17213822	29686949	1131	2817	79	5	48	1
10209402	24804152	776	2816	61	4	48	3
0	0	1658	167	31	2	27	1
7165532	23635202	546	2810	64	7	44	2
36582	134934	123	2803	35	11	19	1
1215259	2111167	727	2796	62	6	48	2
1585465	10954137	387	2773	80	12	44	4
7606951	19339880	383	2757	77	8	60	2
3584990	8906957	239	2751	61	5	49	1
12103986	7484482	1141	2744	74	11	51	3
692609	9157244	330	2742	77	4	56	1
9862706	36796486	1774	2740	70	9	49	3
39810	1119677	106	2738	52	1	46	1
46536	113110	136	2710	65	3	46	2
6843400	34462237	568	2679	78	11	54	2
1268978	525700	302	2592	71	13	45	2
1263269	11889742	339	2588	60	8	44	4
5302495	13335964	872	2584	82	11	58	4
10297132	8941369	1044	2579	100	100	100	3
1164004	18903800	205	2560	68	14	39	5
37386980	0	1532	368	51	1	43	2
3893504	16246968	451	2559	59	1	52	1
761609	3967937	184	2557	73	17	41	2
11466917	0	1506	1425	72	6	58	1
15538837	22387315	2550	2552	43	13	26	1
45887858	26906304	1964	2547	80	9	57	4
1646992	10789960	373	2540	79	15	46	1
5827062	605847	699	2536	48	6	36	1
2456295	11312531	289	2530	84	11	68	2
704871	402534	2685	2526	55	2	46	5
1067211	58506285	161	2501	54	1	38	2
6101388	27348666	755	2491	77	8	41	2
20922063	6147262	1530	2490	80	7	59	2
2445356	460106	413	2489	77	11	52	4
225220	367991	305	2480	70	8	49	2
9027981	3921247	399	2463	75	1	69	6
2350283	8532143	285	2458	74	7	58	2
8041038	12820019	706	2448	77	8	48	2
3259772	9763764	361	2433	75	7	57	4
38079524	2635133	5648	2429	63	13	41	3
590190	8469344	635	2422	43	13	25	2
3891047	54322613	386	2419	68	9	31	2
5277766	22283195	434	2401	63	10	36	1
6757615	24122245	525	2391	78	7	58	2
7676544	62624708	848	2368	64	2	55	1
6671515	28700075	500	2368	63	7	42	7
860481	5428766	162	2354	42	11	27	1
2202607	10233889	295	2352	83	6	50	2
3702216	4301247	648	2330	74	9	52	4
56663	71489	279	2329	49	3	40	3
31939946	10263187	1395	2328	69	9	48	4
14179799	2355202	1381	2325	29	6	20	2
371872	32496475	160	2324	54	15	33	3
5805411	13587974	1113	2305	55	10	39	6
3292691	13598177	309	2302	79	13	41	4
1150928	18450894	174	2302	57	4	39	3
6675127	22527434	1955	2301	45	4	35	6
106527590	8037115	4311	2292	63	6	45	4
4962449	14744343	487	2269	77	7	41	4
687668	3580961	394	2262	30	9	18	3
3011102	2851226	541	2261	60	12	33	4
5327471	31245628	412	2261	30	1	26	1
1043194	6804202	253	2258	71	8	41	1
2079229	21573210	272	2256	81	13	56	5
551279	13874855	160	2247	61	7	37	2
2276952	25964911	1431	2245	81	8	63	2
5388777	31760005	306	2236	59	3	46	1
5085376	20428333	345	2225	77	11	59	1
12671162	11541984	1017	2224	28	5	19	2
10009963	31474236	242	2219	27	0	23	2
1673321	23776661	283	2212	71	8	38	1
1693089	60827282	342	2199	64	12	43	2
28448372	15652533	3013	2189	64	13	41	2
1583897	10942045	180	2176	67	12	48	1
398671	555842	184	2171	72	8	53	4
790053	34368	98	2169	67	8	50	1
738477	24628962	112	2167	43	0	39	1
4747587	12432115	320	2164	76	10	57	2
1110668	18527009	513	2151	82	8	58	2
1472532	28185474	351	2141	74	11	53	2
3418985	38222634	192	2141	77	2	63	3
2132980	41040173	392	2139	48	0	36	2
3596791	21443972	323	2137	83	7	68	2
4019671	33313865	737	2135	59	5	46	4
7984839	560141	1159	2133	79	10	58	1
4170508	14372300	301	2129	78	8	61	1
12750780	17109889	947	2118	43	1	36	6
13394367	9661111	1023	2116	78	7	55	2
2467794	6231618	1021	2115	72	15	45	4
0	0	1161	657	37	0	32	1
1968663	18839156	431	2111	58	6	43	6
9482142	22379611	981	2102	69	6	46	2
14653140	8389143	2114	2101	66	19	35	2
2711204	12114651	366	2096	65	5	53	2
4616585	20225639	1054	2095	27	4	20	3
7302883	20453141	450	2089	71	5	46	1
4813759	29933701	314	2086	58	4	48	2
7485720	20220966	876	2083	66	7	48	2
13016	166358	3	2082	74	0	67	2
791504	13703861	203	2080	77	9	52	3
7171750	23872661	450	2078	71	4	55	2
1230100	325059	254	2078	58	5	40	3
3465640	2795817	493	2077	57	10	40	5
6252216	13573504	792	2072	69	8	49	4
2811624	2064034	886	2071	33	2	28	1
1156606	9449882	301	2068	80	5	66	5
11213344	12403545	2084	2065	75	2	58	1
5301845	28095982	572	2055	69	5	47	1
53516	12412631	142	2055	63	12	39	3
691647	25107732	7	2054	56	0	43	1
14356410	29799126	1934	2028	72	6	51	1
8940856	9728286	626	2028	83	5	62	3
11382118	13290514	1805	2026	81	8	61	4
937833	3422496	172	2016	67	13	45	3
5450619	8330458	1011	2015	59	5	44	4
0	0	1052	129	49	0	44	1
2468862	17350970	430	2010	77	3	59	2
5160135	11696078	727	1987	68	11	46	2
3576481	8971389	470	1975	77	12	46	2
1344082	23109638	429	1972	68	8	44	1
8814363	17603371	1567	1964	35	4	25	4
19224613	1349029	1262	1964	77	9	46	3
1700837	3922490	138	1951	71	2	61	2
6469677	24823518	1570	1946	85	9	60	3
2448039	5092773	303	1942	84	9	64	6
4153484	6796588	704	1941	84	6	55	1
983249	27338280	192	1940	81	9	49	4
294163	533234	119	1938	61	1	48	3
6888780	34070803	1160	1928	64	13	38	1
6430604	420233	758	1921	67	7	45	1
3641298	31441871	951	1912	55	5	43	3
5258116	10438173	1419	1901	44	5	34	3
3828768	2906771	522	1901	38	3	27	2
1074162	996002	250	1891	63	5	51	1
2058760	16258372	240	1884	74	4	56	2
2477402	376879	210	1880	67	3	45	2
3607	251622	252	1877	64	14	42	2
1676243	22164167	129	1876	73	3	47	1
778461	9055874	237	1872	72	15	43	2
1460643	7998582	261	1862	62	13	41	2
3485128	31191989	1043	1860	67	4	54	2
6988008	7922629	872	1856	63	3	44	2
7165345	9236801	615	1847	76	9	54	2
4298088	15919990	438	1846	63	6	46	1
1439648	11338000	332	1842	57	6	43	5
2308021	55067655	358	1835	52	7	39	2
3818870	21683864	1334	1830	74	8	49	3
2119836	754715	331	1830	75	12	55	3
18119123	20496704	753	1823	68	3	49	2
4293067	8161108	354	1818	76	2	55	3
14239	137933	1223	1814	39	0	35	2
7970980	9431645	734	1812	36	0	32	2
290186	688278	616	1811	78	10	51	2
8557462	11512087	1762	1794	48	2	40	2
243863	9373240	74	1794	36	4	28	4
1640151	5151845	499	1786	78	9	49	3
3272955	22361895	178	1775	74	11	52	4
21209602	7041407	1680	1764	78	7	55	1
29686449	933160	932	1757	84	4	50	3
10177482	5219370	1311	1752	77	9	58	3
1147829	5416515	86	1749	80	3	51	2
8310964	2801100	577	1745	79	8	58	3
6903720	17022780	1207	1742	66	4	44	2
26656254	21638582	1236	1739	79	7	51	2
425248	3066679	221	1737	56	5	43	3
171172	10241354	69	1737	60	1	49	1
6840411	9374228	595	1734	66	12	48	3
4721101	9656788	1162	1726	76	10	52	6
1142802	4187123	629	1726	32	0	26	3
1785735	43838944	164	1715	55	5	44	1
8608760	15086851	265	1711	52	5	38	4
7210300	8963413	581	1710	52	7	37	3
21961	405589	949	1707	50	0	41	1
30392000	9189410	2712	1706	58	3	47	1
3311905	35668890	460	1702	80	8	61	2
0	0	880	883	59	0	43	1
10510474	24758960	1162	1698	71	12	47	2
650188	3304948	119	1697	79	5	55	1
1807152	3787623	285	1696	71	7	48	1
1324624	12003767	401	1693	70	6	53	1
3464874	2408867	452	1692	65	4	48	4
8002167	31738835	907	1689	82	6	62	4
25513822	14501170	1775	1685	82	9	57	3
2240182	1447533	392	1680	56	22	27	4
12454454	11290337	636	1679	83	9	61	2
71234708	8266961	3214	1678	44	7	30	7
1707007	9564425	762	1678	81	8	60	1
498076	24004544	111	1678	57	3	46	2
965554	7837417	376	1671	60	4	47	4
3064530	12643974	698	1669	35	5	25	2
293120	1231311	605	1658	50	7	35	2
2533564	6529294	400	1658	62	13	40	2
228764	597417	130	1658	58	1	50	2
4895019	1346754	186	1657	77	12	48	3
2399624	35949647	397	1640	65	15	42	2
7326775	37639842	187	1638	34	0	31	2
6842384	11521173	1336	1637	100	100	100	2
4680	33717	157	1633	60	0	45	2
5769688	14668902	387	1628	63	9	43	1
393954	5466350	67	1623	48	10	33	1
3976432	4094441	204	1621	76	10	52	5
3142480	10623415	216	1619	47	5	36	1
35434320	1523526	1071	1616	66	6	44	3
6723253	903948	896	1612	79	4	62	2
1833111	5732704	337	1611	61	2	52	5
11310297	55169810	2052	1610	57	1	47	5
6242835	6488481	1184	1608	81	7	57	2
17543989	13996967	1431	1604	79	8	55	2
3929209	5006550	154	1595	70	3	60	3
3199534	23982917	311	1591	84	6	50	4
3562697	18956096	285	1584	63	9	40	3
337849	1691299	9	1577	52	1	48	2
20456027	1374536	822	1568	43	7	28	2
7559927	20742199	646	1564	29	0	25	5
2959458	21007669	144	1564	82	8	52	2
4673078	8874404	127	1560	76	12	58	2
1315	710793	76	1557	51	0	45	1
3495905	10229820	1260	1551	58	5	40	4
2817617	221448	358	1545	63	5	51	2
1275931	743049	489	1541	59	2	52	2
5778305	4352309	492	1540	62	5	46	3
3219144	12530702	484	1539	54	7	42	1
1924810	12362410	136	1536	62	14	41	2
248717	6558051	105	1533	71	3	53	2
4959875	10811172	248	1528	80	2	64	2
3512236	9518812	942	1523	73	7	45	2
2607129	14586596	267	1518	84	4	59	4
47657931	13009029	2848	1516	80	5	57	3
1841796	8919675	299	1516	78	3	51	3
24866938	4039500	2240	1515	83	8	56	4
3424414	20563518	315	1511	26	1	20	3
3026361	16218516	553	1509	60	4	47	3
0	0	751	45	17	0	15	1
2850209	1449950	572	1507	60	1	49	1
569127	1048051	149	1502	61	2	49	1
0	306249	630	1498	54	4	41	2
18299655	318677	1250	1494	76	5	49	2
1436597	0	743	4309	69	15	37	1
2059852	8722279	216	1494	75	7	53	3
577127	143456	60	1492	58	12	38	1
3809373	9721916	700	1490	81	8	63	3
0	306991	692	1489	62	5	42	3
3355674	49504318	412	1486	48	6	36	3
1862479	30433914	390	1486	52	4	42	2
1602834	8531437	291	1486	58	7	45	3
5283203	25197283	675	1484	89	5	51	1
5846275	9352054	385	1483	45	5	31	2
58861	2304465	446	1482	49	5	38	4
1685396	11826286	230	1477	74	8	54	3
3861802	13935971	1027	1475	74	8	52	6
1717801	1123307	201	1470	73	1	59	2
9310851	1476783	627	1462	39	1	33	2
1084596	25460337	86	1455	46	3	39	1
8342484	12960215	764	1446	80	10	56	1
1448435	7278478	147	1446	61	4	49	5
1367165	264330	204	1445	38	0	35	1
74973	599096	185	1444	73	10	50	1
1664772	6578700	470	1442	64	12	41	2
2716198	19163980	212	1441	62	1	42	2
6792404	12286652	855	1429	74	6	54	3
6621221	33290942	423	1426	87	3	75	1
2624754	0	695	4854	47	13	27	1
660621	2274027	360	1423	79	5	49	6
4122902	1586042	450	1421	51	5	38	5
1834546	18343323	236	1421	58	7	43	2
453338	7404007	120	1419	74	12	54	1
11977671	16850520	630	1418	54	4	37	1
3987160	13124307	422	1418	74	6	48	3
2932277	9460257	552	1412	69	5	49	4
245442	30864756	203	1410	50	1	44	3
608282	15188816	180	1399	79	7	61	1
7036812	41160213	722	1395	66	1	51	2
31405	57994	113	1389	100	100	100	2
1145916	4174468	254	1379	79	7	59	4
36774414	968416	3219	1378	86	10	62	2
177591	2359206	88	1376	50	0	44	2
2163977	8932170	448	1374	56	4	42	7
33399388	35020052	464	1368	60	10	41	4
2739600	466754	269	1364	59	9	45	2
2849188	12498915	211	1360	60	0	52	3
1422163	3412282	301	1351	63	8	42	1
3212458	15901164	822	1344	57	1	50	2
4747415	15274347	303	1344	72	0	57	4
1317340	3252204	96	1333	74	2	60	3
1379838	2179912	105	1332	34	1	30	2
3030563	611671	992	1330	66	11	47	2
9123817	23128471	483	1329	22	6	14	1
1440717	1643894	288	1329	78	12	48	5
2626221	45159741	156	1328	23	3	18	1
34093370	1593972	1057	1323	71	5	58	4
1595107	20097800	225	1323	55	1	42	1
3697624	9140919	434	1322	87	3	60	3
0	0	648	1793	77	13	50	1
1400575	881012	100	1322	65	0	51	1
6026	1283411	12	1317	65	4	52	2
5747895	16828441	298	1312	28	0	23	2
1230549	9675469	120	1299	71	0	60	3
339345	852847	103	1296	79	2	66	2
1120272	622939	262	1295	67	5	51	4
1424873	4408582	220	1295	60	5	42	3
1258097	9692917	133	1293	65	0	53	4
1852193	26852787	370	1283	58	4	30	2
2112010	14220821	303	1283	73	4	55	1
82511	1073303	57	1280	19	0	18	1
1516178	8816218	238	1279	83	7	53	5
731151	8340493	110	1274	67	8	51	3
19066432	9883071	1942	1271	82	7	60	2
89030	451715	68	1270	50	1	41	2
1927449	1155588	386	1268	69	7	50	3
240836	367037	89	1268	64	8	47	3
218315	333018	53	1267	46	2	38	1
4241593	15531793	241	1266	57	3	48	4
4895143	7553835	507	1264	69	4	57	2
8010940	18429573	213	1264	33	0	30	2
1263204	23765761	170	1263	58	5	42	2
7714273	2815491	236	1261	53	3	41	3
2596559	11803987	1756	1259	81	6	58	2
9635135	29011939	1649	1256	77	5	55	1
6822306	28467808	709	1248	65	4	49	3
2764083	18631741	196	1245	39	1	32	2
5003334	6931213	456	1244	81	2	62	2
12949486	9953788	279	1243	64	0	55	2
3927017	238782	598	1240	43	0	39	1
2704275	52790852	530	1231	52	2	41	4
4393115	3479341	528	1231	82	4	56	4
5410583	820014	655	1229	73	2	53	2
6037857	5873019	500	1227	73	2	57	3
20021	395303	510	1221	55	1	45	2
1232817	6697781	580	1215	83	7	61	1
9157909	6168781	1130	1207	55	1	40	2
2432216	5557566	469	1202	50	2	45	2
3271859	5581689	1027	1199	50	5	37	2
0	314103	276	1194	85	9	67	2
0	0	585	7102	38	11	22	1
3615732	9367022	242	1192	73	5	48	5
4152773	1954521	530	1191	56	6	39	1
2796565	14075884	420	1189	83	4	53	4
1065831	12826427	226	1187	62	10	43	3
410640	5809779	116	1176	64	3	49	1
556374	4814731	44	1173	51	1	44	3
9775744	1356298	617	1169	60	7	48	3
3225382	8896604	457	1169	84	2	46	1
962239	17002765	95	1169	68	7	50	1
13394304	5833429	2279	1168	38	4	30	1
0	0	574	706	75	14	45	1
16901	28766	194	1164	25	0	21	3
363051	23106532	28	1164	60	7	43	2
1559384	4326808	279	1162	64	3	54	3
1079758	7053851	219	1160	11	2	8	1
3559374	6128257	297	1156	76	2	59	4
775058	13485269	59	1155	21	0	17	2
151381	4478548	52	1153	60	0	52	1
51752	89413	47	1153	79	4	52	2
4084595	15780455	266	1150	50	1	41	2
904141	9057890	223	1148	76	2	58	3
4203598	7346090	1237	1146	72	4	51	2
458612	5773734	139	1144	62	7	47	2
16533766	11853934	2858	1142	79	8	59	2
14494533	28897301	822	1142	77	2	56	1
684856	6353198	231	1140	40	12	24	2
4048913	6657385	855	1132	64	3	49	1
4291420	1651616	335	1132	62	5	48	2
6570713	17603110	140	1131	72	5	43	4
1401048	14089285	177	1126	59	8	45	1
21809685	33723166	1309	1124	72	6	58	3
5865	33988	43	1124	27	0	25	1
806424	8664452	198	1123	68	7	46	1
1702981	5067055	170	1119	81	8	61	1
2817937	1527888	477	1118	73	9	52	4
532624	5507249	326	1118	87	6	68	2
1591421	7539244	307	1114	78	5	51	4
4847318	13941036	192	1113	73	9	50	4
3722687	15474142	548	1111	66	2	50	4
7189519	18273355	926	1106	85	3	59	1
3939021	7640465	521	1106	55	2	46	3
1432491	12035186	563	1102	80	7	56	4
1440017	3969998	293	1102	74	4	61	2
888537	6941548	228	1102	76	18	45	3
617147	12690066	252	1100	62	7	41	1
4321207	667141	858	1098	37	1	29	3
550874	20888099	104	1098	59	0	53	2
4476941	13232532	270	1097	62	4	48	1
4303896	22473981	351	1096	68	7	50	2
424522	7916087	50	1093	51	5	42	1
29158	3132114	155	1090	70	33	33	2
0	0	530	51	23	0	20	1
6460853	7972237	534	1085	85	2	71	1
858604	13319513	89	1079	82	1	65	1
10799265	16277646	420	1078	37	5	27	2
9238224	2126822	813	1077	68	4	49	3
0	3146	104	1076	19	0	17	2
9014848	5727378	730	1075	57	1	47	4
32657228	1536704	730	1070	53	1	48	2
173072	630296	109	1070	62	0	55	2
13127526	20755333	414	1068	66	15	37	1
79829	2514186	658	1066	65	9	44	1
46875466	2072411	2775	1063	22	2	17	1
0	27430	134	1063	43	0	39	1
2960037	207565	378	1062	61	0	52	3
6216914	1185969	371	1060	44	1	38	2
935832	25435691	165	1060	52	11	36	2
6282879	4347890	625	1059	85	5	63	1
2477792	5196095	702	1055	80	5	62	2
2044810	22582908	422	1049	47	8	33	3
350236	14928343	44	1048	61	0	54	1
398369	190366	1069	1042	50	1	41	1
201813	544174	55	1039	59	2	43	1
20711305	10261506	3727	1038	81	6	60	3
6286519	3394440	492	1037	87	4	65	3
5372955	13594722	338	1037	67	1	49	2
4115072	11152322	644	1033	47	5	38	2
5989518	12540833	99	1030	74	1	58	1
547612	263033	368	1026	64	2	48	5
409100	15360207	119	1021	71	6	40	2
14471	425164	106	1019	49	11	31	1
30690412	1105433	2463	1016	68	0	61	1
442997	1577550	151	1015	70	3	56	2
8472	9266606	56	1014	63	0	52	2
6261517	5407294	248	1011	76	8	53	3
1051213	6667597	157	1010	64	3	50	1
2130524	13440546	130	1010	58	6	44	1
12170167	2134447	2843	1009	76	4	59	7
1169971	269721	270	1009	37	0	34	1
12533547	3552920	254	1009	41	1	35	1
83620	1061511	57	1009	67	1	52	1
1807726	5862477	1761	1007	67	1	50	4
8901556	5933695	689	1006	47	2	38	4
1663547	18546385	117	1004	83	11	64	1
1646815	15061165	160	1003	81	5	62	3
1755434	2037776	569	1001	91	3	79	1
1861626	11349479	101	998	59	4	44	1
2505300	2045031	90	997	20	2	16	1
182047	311077	38	997	79	4	66	1
2924311	5778167	116	995	61	2	52	1
685399	171285	283	990	44	13	26	4
1316886	5906477	131	990	46	0	38	3
2094733	5519420	401	988	68	2	55	3
2624057	432195	165	988	36	2	30	3
20575939	7425806	1177	987	66	12	45	2
148646	7066325	43	987	57	0	53	1
19065397	4686858	2667	986	79	6	58	2
347053	18985290	74	984	38	9	25	1
7852003	3727254	321	983	72	1	51	1
3059955	2413758	321	981	64	4	38	3
1136059	9317986	211	978	64	0	50	2
4702	13552	45	977	16	0	15	1
4787362	1050103	475	975	75	2	62	3
21543117	4235603	4874	974	88	9	67	4
191829	319369	96	972	73	2	60	3
282388	5739848	41	970	74	0	62	2
13315764	15731510	1926	969	82	6	64	2
1337464	1421872	1053	969	78	7	61	3
2590961	133683	81	969	39	0	32	1
2693646	19279838	214	967	80	9	60	2
17656	83928	43	967	69	2	58	1
2676610	535354	408	965	55	0	47	1
2530648	6388941	180	965	89	4	58	1
1775705	5054206	176	965	78	10	46	1
1886357	2392975	254	962	68	8	50	4
34076	1092332	228	959	73	5	52	1
619293	30160479	65	958	57	4	35	1
1234098	22260641	68	953	53	3	44	2
21498081	10543869	1294	949	60	4	39	2
7547650	2163831	1227	949	57	6	43	2
210711	12001688	47	945	53	2	46	1
16408	481818	46	945	69	1	61	2
22807364	1209550	1354	944	60	3	50	1
359447	8204886	97	943	76	15	41	1
86370	65629	56	939	12	0	11	1
0	0	462	933	58	2	47	1
36417	83446	62	937	73	8	56	1
7888193	15200572	858	935	67	12	42	2
5745341	7407482	342	933	74	11	44	4
1872769	2754301	149	930	69	7	49	3
1975214	6789676	201	929	36	1	30	2
2424106	20927217	55	929	40	0	35	1
1134062	15649693	147	927	54	1	42	2
4091169	22732361	268	926	72	10	49	4
3743744	4005527	209	925	63	3	49	3
1493798	8542838	116	924	43	12	26	1
15983976	1324695	1093	920	71	14	46	1
4645990	341248	246	918	27	0	25	3
1847147	2458694	332	916	71	3	54	1
19087556	5596076	3753	912	26	1	21	1
1058728	13903773	75	912	69	0	56	1
3161019	7998022	530	911	71	3	56	3
2686003	9057222	298	909	67	12	44	3
27683891	11586740	1268	907	64	6	53	3
2034042	12355321	192	904	75	3	58	4
1579430	4150207	244	902	38	1	27	7
2582857	6268316	139	900	76	6	53	1
18051419	8099306	376	899	73	2	58	1
2374487	14758072	555	898	79	0	61	2
4969689	8185186	686	897	75	3	60	2
3437369	1698541	216	897	42	1	33	3
263950	381421	36	896	61	4	49	3
9088311	7045666	373	895	61	2	44	3
574652	1318872	438	893	39	0	35	1
1372165	7939652	97	892	62	3	43	1
17495	265730	48	891	49	0	44	1
8260916	4791006	395	890	72	3	54	3
606565	345691	121	890	35	0	30	1
1051893	36661395	786	887	64	1	52	3
1206314	703174	444	887	43	0	36	2
765175	2354226	148	883	63	0	58	2
619328	69201	107	883	32	0	30	3
71620	3400005	14	883	45	1	37	2
1807151	18821541	128	881	52	2	41	2
3777713	6532412	511	877	68	1	48	4
11297059	3035010	1823	875	40	1	35	3
1106200	2835729	649	875	72	24	37	4
241301	558457	44	875	33	5	22	1
242454	5571496	37	874	75	3	59	2
17134751	5973867	1905	869	79	8	56	2
7442326	613531	684	869	60	13	39	1
582019	17555108	181	866	66	1	49	3
2771	596629	42	864	57	3	47	2
